id,zpid,address,city,state,zip_code,latitude,longitude,price,zestimate,rent_zestimate,bedrooms,bathrooms,sqft,lot_size,year_built,home_type,property_status,days_on_zillow,views,saves,price_per_sqft,hoa_fee,property_tax,description,features,images_count,listing_agent,listing_broker,last_sold_date,last_sold_price
9975,Z11859,2576 Madison Court,Philadelphia,PA,19162,39.9266,-75.1045,813776,866880,2906,3,2.5,5831,35477,2009,Single Family,For Sale,66,1280,45,139,0,8137,"Beautiful 3-bedroom single family in Philadelphia. Built in 2009 with 5831 sqft of living space. Features include guest suite, updated kitchen, fire pit, wine cellar.",Guest suite|Updated kitchen|Fire pit|Wine cellar,38,Daniel Brooks,Zillow Homes,,0
9976,Z11860,5958 Kennedy Way,Memphis,TN,38152,35.235,-89.9976,812241,853804,2900,4,3.5,5814,35455,1979,Single Family,For Sale,52,732,87,139,0,8122,"Beautiful 4-bedroom single family in Memphis. Built in 1979 with 5814 sqft of living space. Features include smart home, pool, garage, patio, guest suite.",Smart home|Pool|Garage|Patio|Guest suite,21,Michael Wong,Keller Williams,,0
9977,Z11861,2164 Roosevelt Street,Detroit,MI,48231,42.4229,-83.024,393268,411122,1404,3,3,1218,42858,1968,Single Family,For Sale,2,1047,34,322,0,3932,"Beautiful 3-bedroom single family in Detroit. Built in 1968 with 1218 sqft of living space. Features include guest suite, garage, solar panels, smart home, home office.",Guest suite|Garage|Solar panels|Smart home|Home office,14,Kevin O'Brien,Coldwell Banker,,0
9978,Z11862,2599 Mill Boulevard,Chicago,IL,60639,41.9477,-87.7039,2690063,2853382,9607,11,6,4753,4655,1896,Multi-family,Sold,0,827,82,565,0,26900,"Beautiful 11-bedroom multi-family in Chicago. Built in 1896 with 4753 sqft of living space. Features include investment property, separate meters, updated.",Investment property|Separate meters|Updated,34,Kevin O'Brien,RE/MAX,2025-09-14,2813133
9979,Z11863,3937 Broadway Road Unit 2997,Nashville,TN,37290,36.1046,-86.8096,940387,960382,3358,3,2.5,1989,0,1935,Condo,For Sale,58,1369,14,472,350,9403,"Beautiful 3-bedroom condo in Nashville. Built in 1935 with 1989 sqft of living space. Features include gym, in-unit laundry, pool, parking, doorman, ocean views.",Gym|In-unit laundry|Pool|Parking|Doorman|Ocean views,31,Emily Chen,Compass Real Estate,,0
9980,Z11864,561 Lincoln Lane,Dallas,TX,75215,32.7696,-96.7762,472147,487236,1686,2,2.5,2634,3855,1925,Townhouse,For Sale,22,620,48,179,0,4721,"Beautiful 2-bedroom townhouse in Dallas. Built in 1925 with 2634 sqft of living space. Features include updated, pet friendly, garden.",Updated|Pet friendly|Garden,19,Emily Chen,Coldwell Banker,,0
9981,Z11865,9099 Elm Street,Scottsdale,AZ,85267,33.4303,-111.8583,3298875,3144816,11781,2,3,3358,3480,1894,Single Family,For Sale,71,156,77,982,0,32988,"Beautiful 2-bedroom single family in Scottsdale. Built in 1894 with 3358 sqft of living space. Features include fire pit, deck, updated kitchen.",Fire pit|Deck|Updated kitchen,25,Amanda Stevens,RE/MAX,,0
9982,Z11866,8383 Mill Road,Houston,TX,77060,29.7874,-95.3594,1473184,1583612,5261,3,1.5,4436,48745,2021,Single Family,For Sale,48,478,78,332,0,14731,"Beautiful 3-bedroom single family in Houston. Built in 2021 with 4436 sqft of living space. Features include deck, garage, guest suite.",Deck|Garage|Guest suite,20,Sarah Mitchell,Berkshire Hathaway,,0
9983,Z11867,3134 Union Avenue Unit 1579,Los Angeles,CA,90078,33.9947,-118.2522,4365,0,4365,2,3,863,0,1936,Condo,For Rent,19,410,34,0,450,0,"Beautiful 2-bedroom condo in Los Angeles. Built in 1936 with 863 sqft of living space. Features include ocean views, doorman, city views, pet friendly, in-unit laundry, rooftop deck.",Ocean views|Doorman|City views|Pet friendly|In-unit laundry|Rooftop deck,29,Victoria Sterling,Redfin,,0
9984,Z11868,7334 Kennedy Street,Oakland,CA,94635,37.7199,-122.3554,2147268,2286477,7668,5,3,5352,3518,1952,Multi-family,Sold,0,556,14,401,0,21472,"Beautiful 5-bedroom multi-family in Oakland. Built in 1952 with 5352 sqft of living space. Features include updated, multiple units, separate meters, parking, investment property.",Updated|Multiple units|Separate meters|Parking|Investment property,10,Samantha Green,Compass Real Estate,2025-05-15,2210337
9985,Z11869,3898 Liberty Place,Austin,TX,78796,30.3205,-97.7257,1680047,1629634,6000,3,2,3462,3096,1924,Townhouse,Pending,0,1303,49,485,0,16800,"Beautiful 3-bedroom townhouse in Austin. Built in 1924 with 3462 sqft of living space. Features include updated, garden, parking, historic, pet friendly, modern.",Updated|Garden|Parking|Historic|Pet friendly|Modern,15,Samantha Green,Compass Real Estate,,0
9986,Z11870,6225 Pine Drive,Austin,TX,78791,30.3143,-97.7157,472680,488765,1688,2,3,3474,1744,2019,Townhouse,For Sale,6,428,37,136,0,4726,"Beautiful 2-bedroom townhouse in Austin. Built in 2019 with 3474 sqft of living space. Features include private entrance, garage, courtyard, modern, roof deck.",Private entrance|Garage|Courtyard|Modern|Roof deck,33,David Park,Douglas Elliman,,0
9987,Z11871,3190 Maple Road Unit 4791,San Diego,CA,92133,32.7516,-117.1273,1652,0,1652,4,2,1012,0,2012,Condo,For Rent,19,576,51,0,0,0,"Beautiful 4-bedroom condo in San Diego. Built in 2012 with 1012 sqft of living space. Features include in-unit laundry, bay views, doorman.",In-unit laundry|Bay views|Doorman,39,James Patterson,Opendoor,,0
9988,Z11872,6259 Adams Place,Naperville,IL,60582,41.7401,-88.1802,7898,0,7898,4,2,1360,37214,2022,Single Family,For Rent,64,1139,43,0,0,0,"Beautiful 4-bedroom single family in Naperville. Built in 2022 with 1360 sqft of living space. Features include patio, pool, backyard, hardwood floors, guest suite.",Patio|Pool|Backyard|Hardwood floors|Guest suite,21,James Patterson,Douglas Elliman,,0
9989,Z11873,348 Monroe Drive,Philadelphia,PA,19116,39.8935,-75.0848,1105,0,1105,6,5,2619,5889,1908,Multi-family,For Rent,89,1229,28,0,0,0,"Beautiful 6-bedroom multi-family in Philadelphia. Built in 1908 with 2619 sqft of living space. Features include updated, separate meters, investment property, multiple units.",Updated|Separate meters|Investment property|Multiple units,13,Victoria Sterling,Douglas Elliman,,0
9990,Z11874,152 Fifth Drive,Fort Worth,TX,76137,32.6879,-97.4,751248,769202,2683,3,1.5,2612,1309,1971,Townhouse,For Sale,66,728,79,287,0,7512,"Beautiful 3-bedroom townhouse in Fort Worth. Built in 1971 with 2612 sqft of living space. Features include roof deck, modern, parking.",Roof deck|Modern|Parking,24,Lisa Thompson,RE/MAX,,0
9991,Z11875,3574 Union Boulevard Unit 4544,Portland,OR,97283,45.5826,-122.6732,1188606,1173750,4245,2,2,2182,0,1939,Condo,For Sale,57,82,73,544,550,11886,"Beautiful 2-bedroom condo in Portland. Built in 1939 with 2182 sqft of living space. Features include concierge, ocean views, rooftop deck, city views.",Concierge|Ocean views|Rooftop deck|City views,26,Victoria Sterling,Opendoor,,0
9992,Z11876,7355 Adams Place,Oakland,CA,94613,37.8491,-122.3275,1830207,1914645,6536,3,2,1955,1635,1902,Townhouse,For Sale,60,1092,75,936,0,18302,"Beautiful 3-bedroom townhouse in Oakland. Built in 1902 with 1955 sqft of living space. Features include updated, parking, pet friendly.",Updated|Parking|Pet friendly,32,Maria Santos,Douglas Elliman,,0
9993,Z11877,7073 Palm Drive,Sacramento,CA,95879,38.5269,-121.5371,796713,788492,2845,4,3.5,3395,1290,1914,Townhouse,For Sale,85,845,49,234,0,7967,"Beautiful 4-bedroom townhouse in Sacramento. Built in 1914 with 3395 sqft of living space. Features include historic, modern, roof deck, private entrance, pet friendly.",Historic|Modern|Roof deck|Private entrance|Pet friendly,31,Victoria Sterling,Douglas Elliman,,0
9994,Z11878,9268 Valley Way Unit 3332,Phoenix,AZ,85053,33.5106,-111.9829,1165,0,1165,3,2.5,1000,0,1949,Condo,For Rent,66,852,7,0,1500,0,"Beautiful 3-bedroom condo in Phoenix. Built in 1949 with 1000 sqft of living space. Features include bay views, pool, gym.",Bay views|Pool|Gym,28,Emily Chen,Century 21,,0
9995,Z11879,2354 Third Drive Unit 775,Fresno,CA,93777,36.661,-119.6762,223770,222037,799,2,1,1773,0,1958,Condo,For Sale,60,1466,15,126,1500,2237,"Beautiful 2-bedroom condo in Fresno. Built in 1958 with 1773 sqft of living space. Features include balcony, ocean views, bay views.",Balcony|Ocean views|Bay views,11,Jennifer Chen,Century 21,,0
9996,Z11880,4692 Birch Drive,Los Angeles,CA,90013,34.0203,-118.3032,948918,965823,3388,10,5,4564,9535,2020,Multi-family,For Sale,82,132,35,207,0,9489,"Beautiful 10-bedroom multi-family in Los Angeles. Built in 2020 with 4564 sqft of living space. Features include separate meters, parking, investment property, updated.",Separate meters|Parking|Investment property|Updated,22,Robert Garcia,Sotheby's International,,0
9997,Z11881,7359 Ridge Road Unit 3292,Pittsburgh,PA,15218,40.5149,-80.0917,477736,515430,1706,1,1,1498,0,1985,Condo,For Sale,7,861,10,318,1000,4777,"Beautiful 1-bedroom condo in Pittsburgh. Built in 1985 with 1498 sqft of living space. Features include ocean views, concierge, rooftop deck, in-unit laundry, balcony.",Ocean views|Concierge|Rooftop deck|In-unit laundry|Balcony,15,Carlos Rodriguez,Compass Real Estate,,0
9998,Z11882,7285 Jackson Lane,Philadelphia,PA,19120,39.8849,-75.2448,727443,772520,2598,4,2,1803,33040,1902,Single Family,For Sale,36,1279,45,403,0,7274,"Beautiful 4-bedroom single family in Philadelphia. Built in 1902 with 1803 sqft of living space. Features include guest suite, backyard, solar panels, smart home.",Guest suite|Backyard|Solar panels|Smart home,21,Sarah Mitchell,Coldwell Banker,,0
9999,Z11883,246 Oak Way Unit 3869,Denver,CO,80254,39.7922,-104.9828,4405,0,4405,3,1.5,1382,0,1925,Condo,For Rent,7,1234,83,0,250,0,"Beautiful 3-bedroom condo in Denver. Built in 1925 with 1382 sqft of living space. Features include balcony, doorman, rooftop deck, concierge, pool.",Balcony|Doorman|Rooftop deck|Concierge|Pool,40,Juan Perez,Sotheby's International,,0
10000,Z11884,4493 School Place Unit 2147,Tacoma,WA,98474,47.2207,-122.4449,2890,0,2890,1,2,2453,0,1890,Condo,For Rent,37,1399,7,0,250,0,"Beautiful 1-bedroom condo in Tacoma. Built in 1890 with 2453 sqft of living space. Features include gym, rooftop deck, doorman.",Gym|Rooftop deck|Doorman,30,Juan Perez,Sotheby's International,,0
10001,Z11885,7749 Church Place,Fort Worth,TX,76173,32.7796,-97.3716,2675,0,2675,3,2.5,2319,2463,2018,Townhouse,For Rent,67,96,11,0,0,0,"Beautiful 3-bedroom townhouse in Fort Worth. Built in 2018 with 2319 sqft of living space. Features include parking, modern, pet friendly, courtyard.",Parking|Modern|Pet friendly|Courtyard,36,Juan Perez,Keller Williams,,0
10002,Z11886,9189 Valley Street,Sacramento,CA,95849,38.6615,-121.4094,425385,446766,1519,3,3.5,2968,3897,1958,Townhouse,For Sale,1,672,17,143,0,4253,"Beautiful 3-bedroom townhouse in Sacramento. Built in 1958 with 2968 sqft of living space. Features include courtyard, parking, private entrance, roof deck, historic, garden.",Courtyard|Parking|Private entrance|Roof deck|Historic|Garden,21,Juan Perez,Coldwell Banker,,0
10003,Z11887,9944 Lake Circle,Phoenix,AZ,85083,33.3611,-111.9989,812802,806668,2902,2,2,2236,1024,1917,Townhouse,For Sale,13,534,11,363,0,8128,"Beautiful 2-bedroom townhouse in Phoenix. Built in 1917 with 2236 sqft of living space. Features include garage, roof deck, parking.",Garage|Roof deck|Parking,28,James Patterson,Keller Williams,,0
10004,Z11888,5197 Union Boulevard Unit 1751,Buffalo,NY,14237,42.9297,-78.8755,1013,0,1013,3,1,1343,0,1955,Condo,For Rent,88,86,24,0,250,0,"Beautiful 3-bedroom condo in Buffalo. Built in 1955 with 1343 sqft of living space. Features include pet friendly, in-unit laundry, balcony.",Pet friendly|In-unit laundry|Balcony,28,Jennifer Adams,Douglas Elliman,,0
10005,Z11889,9587 Adams Road,Minneapolis,MN,55419,44.9819,-93.3648,481689,458434,1720,4,3,1277,3933,1891,Townhouse,For Sale,45,226,68,377,0,4816,"Beautiful 4-bedroom townhouse in Minneapolis. Built in 1891 with 1277 sqft of living space. Features include modern, garden, historic, roof deck, updated.",Modern|Garden|Historic|Roof deck|Updated,34,Emily Chen,Keller Williams,,0
10006,Z11890,8172 Union Road Unit 1635,Houston,TX,77021,29.7035,-95.4619,2800,0,2800,3,1.5,824,0,1959,Condo,For Rent,14,1018,49,0,250,0,"Beautiful 3-bedroom condo in Houston. Built in 1959 with 824 sqft of living space. Features include rooftop deck, parking, pet friendly, pool.",Rooftop deck|Parking|Pet friendly|Pool,9,David Park,Douglas Elliman,,0
10007,Z11891,266 Garden Circle Unit 1056,Nashville,TN,37278,36.203,-86.844,1005302,1004092,3590,2,3,2489,0,1965,Condo,For Sale,30,289,71,403,0,10053,"Beautiful 2-bedroom condo in Nashville. Built in 1965 with 2489 sqft of living space. Features include ocean views, doorman, pool, balcony.",Ocean views|Doorman|Pool|Balcony,35,Kevin O'Brien,Compass Real Estate,,0
10008,Z11892,3697 Elm Boulevard Unit 4447,Austin,TX,78783,30.3422,-97.7645,1013787,1089955,3620,3,2,1772,0,1968,Condo,For Sale,83,1351,74,572,750,10137,"Beautiful 3-bedroom condo in Austin. Built in 1968 with 1772 sqft of living space. Features include rooftop deck, concierge, pool.",Rooftop deck|Concierge|Pool,17,Michael Wong,Century 21,,0
10009,Z11893,853 Valley Way,Phoenix,AZ,85088,33.4424,-111.9916,1905,0,1905,3,2,1376,1913,2007,Townhouse,For Rent,39,750,26,0,0,0,"Beautiful 3-bedroom townhouse in Phoenix. Built in 2007 with 1376 sqft of living space. Features include private entrance, modern, pet friendly.",Private entrance|Modern|Pet friendly,33,Emily Chen,Sotheby's International,,0
10010,Z11894,9606 Park Way Unit 1540,Honolulu,HI,96868,21.2106,-157.8569,1884666,1986218,6730,1,2,2243,0,2014,Condo,For Sale,18,1219,95,840,1000,18846,"Beautiful 1-bedroom condo in Honolulu. Built in 2014 with 2243 sqft of living space. Features include in-unit laundry, ocean views, parking, pet friendly, city views, gym.",In-unit laundry|Ocean views|Parking|Pet friendly|City views|Gym,14,Jennifer Chen,Douglas Elliman,,0
10011,Z11895,250 Valley Place,Denver,CO,80239,39.6646,-104.9818,1087433,1170516,3883,4,2.5,1154,21097,1962,Single Family,Pending,0,435,89,942,0,10874,"Beautiful 4-bedroom single family in Denver. Built in 1962 with 1154 sqft of living space. Features include deck, garage, solar panels, pool.",Deck|Garage|Solar panels|Pool,26,Amanda Stevens,Century 21,,0
10012,Z11896,908 Washington Lane,Colorado Springs,CO,80987,38.8155,-104.7688,1804333,1824956,6444,3,2.5,1914,41029,2017,Single Family,For Sale,45,634,91,942,0,18043,"Beautiful 3-bedroom single family in Colorado Springs. Built in 2017 with 1914 sqft of living space. Features include guest suite, updated kitchen, backyard, solar panels, home office.",Guest suite|Updated kitchen|Backyard|Solar panels|Home office,38,Samantha Green,Douglas Elliman,,0
10013,Z11897,3389 Third Drive Unit 1605,San Antonio,TX,78220,29.3534,-98.4298,1185,0,1185,1,1,1544,0,1941,Condo,For Rent,4,1203,100,0,1000,0,"Beautiful 1-bedroom condo in San Antonio. Built in 1941 with 1544 sqft of living space. Features include ocean views, parking, bay views, balcony, rooftop deck, pet friendly.",Ocean views|Parking|Bay views|Balcony|Rooftop deck|Pet friendly,19,James Patterson,Coldwell Banker,,0
10014,Z11898,6956 Railroad Drive,Los Angeles,CA,90036,34.0153,-118.3076,909297,886805,3247,5,1,1330,22470,2016,Single Family,For Sale,90,1450,83,683,0,9092,"Beautiful 5-bedroom single family in Los Angeles. Built in 2016 with 1330 sqft of living space. Features include wine cellar, home office, pool, deck, garage, smart home.",Wine cellar|Home office|Pool|Deck|Garage|Smart home,9,Lisa Thompson,Redfin,,0
10015,Z11899,8529 Birch Drive Unit 226,Tacoma,WA,98481,47.2985,-122.3527,680236,684876,2429,1,2,1588,0,1912,Condo,For Sale,77,494,20,428,550,6802,"Beautiful 1-bedroom condo in Tacoma. Built in 1912 with 1588 sqft of living space. Features include gym, concierge, balcony, bay views, doorman, in-unit laundry.",Gym|Concierge|Balcony|Bay views|Doorman|In-unit laundry,30,James Patterson,Century 21,,0
10016,Z11900,467 Ocean Road,Chicago,IL,60624,41.8048,-87.6567,2134896,2090570,7624,2,2,2868,47866,1949,Single Family,For Sale,16,524,32,744,0,21348,"Beautiful 2-bedroom single family in Chicago. Built in 1949 with 2868 sqft of living space. Features include deck, updated kitchen, pool.",Deck|Updated kitchen|Pool,36,Carlos Rodriguez,Keller Williams,,0
10017,Z11901,8049 Sunset Lane,Nashville,TN,37292,36.2024,-86.8403,952957,999829,3403,3,2.5,2342,1296,2007,Townhouse,For Sale,5,1486,36,406,0,9529,"Beautiful 3-bedroom townhouse in Nashville. Built in 2007 with 2342 sqft of living space. Features include garage, modern, roof deck, private entrance, garden, courtyard.",Garage|Modern|Roof deck|Private entrance|Garden|Courtyard,32,Amanda Stevens,Zillow Homes,,0
10018,Z11902,9565 Oak Street,San Antonio,TX,78227,29.3444,-98.5344,480546,512980,1716,6,2,3612,45502,1978,Single Family,For Sale,82,1317,87,133,0,4805,"Beautiful 6-bedroom single family in San Antonio. Built in 1978 with 3612 sqft of living space. Features include pool, updated kitchen, solar panels, wine cellar.",Pool|Updated kitchen|Solar panels|Wine cellar,29,Carlos Rodriguez,Zillow Homes,,0
10019,Z11903,9567 Wilson Circle Unit 1639,San Antonio,TX,78247,29.4332,-98.5714,741176,765477,2647,1,2,1152,0,1906,Condo,For Sale,47,208,36,643,450,7411,"Beautiful 1-bedroom condo in San Antonio. Built in 1906 with 1152 sqft of living space. Features include balcony, bay views, ocean views, city views, doorman.",Balcony|Bay views|Ocean views|City views|Doorman,17,Amanda Stevens,Zillow Homes,,0
10020,Z11904,1441 Cypress Place Unit 3417,New York,NY,10022,40.7511,-73.9171,1719592,1819160,6141,2,2,667,0,2008,Condo,For Sale,66,1338,30,2578,0,17195,"Beautiful 2-bedroom condo in New York. Built in 2008 with 667 sqft of living space. Features include gym, pool, doorman, pet friendly.",Gym|Pool|Doorman|Pet friendly,12,Juan Perez,Realogy,,0
10021,Z11905,7445 Center Drive Unit 3809,Brooklyn,NY,11237,40.6223,-73.9824,1119897,1090703,3999,3,2,2193,0,1976,Condo,For Sale,7,970,60,510,0,11198,"Beautiful 3-bedroom condo in Brooklyn. Built in 1976 with 2193 sqft of living space. Features include bay views, pool, pet friendly, balcony, rooftop deck, in-unit laundry.",Bay views|Pool|Pet friendly|Balcony|Rooftop deck|In-unit laundry,31,Juan Perez,RE/MAX,,0
10022,Z11906,307 Forest Avenue,Charlotte,NC,28259,35.1329,-80.7842,1740577,1677536,6216,2,2,5624,31611,1972,Single Family,For Sale,66,674,43,309,0,17405,"Beautiful 2-bedroom single family in Charlotte. Built in 1972 with 5624 sqft of living space. Features include solar panels, smart home, home office, patio, updated kitchen, guest suite.",Solar panels|Smart home|Home office|Patio|Updated kitchen|Guest suite,25,Michael Wong,Berkshire Hathaway,,0
10023,Z11907,2077 Second Street Unit 3706,Salt Lake City,UT,84168,40.6833,-111.8355,462060,483483,1650,2,2,1378,0,1942,Condo,For Sale,40,1092,25,335,0,4620,"Beautiful 2-bedroom condo in Salt Lake City. Built in 1942 with 1378 sqft of living space. Features include balcony, parking, concierge, in-unit laundry, doorman.",Balcony|Parking|Concierge|In-unit laundry|Doorman,33,William Davis,Berkshire Hathaway,,0
10024,Z11908,8257 Third Place,Boston,MA,02176,42.2668,-71.0575,1546594,1632601,5523,6,3.5,5935,8341,1950,Single Family,For Sale,1,700,49,260,0,15465,"Beautiful 6-bedroom single family in Boston. Built in 1950 with 5935 sqft of living space. Features include smart home, backyard, fire pit.",Smart home|Backyard|Fire pit,39,William Davis,Coldwell Banker,,0
10025,Z11909,8075 Mountain Way,Buffalo,NY,14216,42.935,-78.9332,1199272,1152903,4283,11,8,6800,2408,1926,Multi-family,For Sale,64,487,47,176,0,11992,"Beautiful 11-bedroom multi-family in Buffalo. Built in 1926 with 6800 sqft of living space. Features include separate meters, parking, multiple units, investment property.",Separate meters|Parking|Multiple units|Investment property,25,Maria Santos,Coldwell Banker,,0
10026,Z11910,3481 Union Lane Unit 3116,Boulder,CO,80335,39.9697,-105.206,1147078,1133933,4096,1,2,1396,0,1915,Condo,For Sale,18,1261,88,821,350,11470,"Beautiful 1-bedroom condo in Boulder. Built in 1915 with 1396 sqft of living space. Features include gym, bay views, balcony, parking, pool, ocean views.",Gym|Bay views|Balcony|Parking|Pool|Ocean views,9,Robert Garcia,Realogy,,0
10027,Z11911,3820 Mill Lane,Scottsdale,AZ,85224,33.4196,-111.9333,2770006,2984249,9892,3,2,1183,33748,1992,Single Family,For Sale,89,974,13,2341,0,27700,"Beautiful 3-bedroom single family in Scottsdale. Built in 1992 with 1183 sqft of living space. Features include home office, patio, pool, smart home.",Home office|Patio|Pool|Smart home,13,Daniel Brooks,Zillow Homes,,0
10028,Z11912,9662 Main Drive,St. Paul,MN,55170,45.0026,-93.1631,4801,0,4801,4,2.5,4616,39350,1942,Single Family,For Rent,86,298,61,0,0,0,"Beautiful 4-bedroom single family in St. Paul. Built in 1942 with 4616 sqft of living space. Features include home office, solar panels, fire pit, pool, backyard.",Home office|Solar panels|Fire pit|Pool|Backyard,37,James Patterson,Opendoor,,0
10029,Z11913,2472 Cedar Boulevard,St. Paul,MN,55148,44.9293,-93.1183,840127,867516,3000,4,2.5,2062,31949,1970,Single Family,For Sale,59,415,52,407,0,8401,"Beautiful 4-bedroom single family in St. Paul. Built in 1970 with 2062 sqft of living space. Features include pool, patio, deck.",Pool|Patio|Deck,37,Sarah Mitchell,Realogy,,0
10030,Z11914,7472 Lincoln Street,Phoenix,AZ,85017,33.5486,-111.9822,1440978,1513946,5146,3,3,3624,37382,1985,Single Family,For Sale,30,1254,11,397,0,14409,"Beautiful 3-bedroom single family in Phoenix. Built in 1985 with 3624 sqft of living space. Features include fire pit, smart home, hardwood floors.",Fire pit|Smart home|Hardwood floors,15,Jennifer Adams,RE/MAX,,0
10031,Z11915,6352 Cedar Street,Portland,OR,97297,45.6162,-122.7652,1550204,1624165,5536,3,3,2459,31811,1954,Single Family,For Sale,4,583,36,630,0,15502,"Beautiful 3-bedroom single family in Portland. Built in 1954 with 2459 sqft of living space. Features include solar panels, guest suite, hardwood floors, fire pit, home office, updated kitchen.",Solar panels|Guest suite|Hardwood floors|Fire pit|Home office|Updated kitchen,40,Sarah Mitchell,Zillow Homes,,0
10032,Z11916,3918 Palm Drive Unit 195,Orlando,FL,32882,28.4579,-81.3542,536331,562979,1915,2,1,1933,0,1999,Condo,Pending,0,77,97,277,0,5363,"Beautiful 2-bedroom condo in Orlando. Built in 1999 with 1933 sqft of living space. Features include ocean views, balcony, in-unit laundry.",Ocean views|Balcony|In-unit laundry,28,William Davis,Realogy,,0
10033,Z11917,2785 Union Way Unit 4816,Portland,OR,97241,45.5065,-122.607,958782,1021678,3424,2,1.5,2170,0,1972,Condo,Pending,0,561,48,441,0,9587,"Beautiful 2-bedroom condo in Portland. Built in 1972 with 2170 sqft of living space. Features include doorman, pet friendly, gym.",Doorman|Pet friendly|Gym,25,Lisa Thompson,Zillow Homes,,0
10034,Z11918,8659 Hill Way,San Diego,CA,92114,32.753,-117.1903,2829550,2699753,10105,3,3,3871,18991,1905,Single Family,For Sale,24,1439,32,730,0,28295,"Beautiful 3-bedroom single family in San Diego. Built in 1905 with 3871 sqft of living space. Features include guest suite, backyard, hardwood floors, updated kitchen.",Guest suite|Backyard|Hardwood floors|Updated kitchen,39,Maria Santos,Zillow Homes,,0
10035,Z11919,7341 River Place,Tacoma,WA,98473,47.215,-122.4035,1449508,1529376,5176,3,4,5633,4871,2013,Single Family,For Sale,7,1443,73,257,0,14495,"Beautiful 3-bedroom single family in Tacoma. Built in 2013 with 5633 sqft of living space. Features include backyard, home office, hardwood floors.",Backyard|Home office|Hardwood floors,32,Robert Garcia,Century 21,,0
10036,Z11920,3069 Valley Circle,Queens,NY,11335,40.7219,-73.8123,853419,834121,3047,3,2.5,3498,3959,1951,Townhouse,Sold,0,624,98,243,0,8534,"Beautiful 3-bedroom townhouse in Queens. Built in 1951 with 3498 sqft of living space. Features include updated, garden, garage, pet friendly, private entrance.",Updated|Garden|Garage|Pet friendly|Private entrance,39,Jennifer Adams,Sotheby's International,2025-08-15,819533
10037,Z11921,9621 Cedar Road,San Antonio,TX,78224,29.3708,-98.5494,963370,1022100,3440,4,2,3470,13591,1927,Single Family,Pending,0,586,90,277,0,9633,"Beautiful 4-bedroom single family in San Antonio. Built in 1927 with 3470 sqft of living space. Features include hardwood floors, deck, guest suite.",Hardwood floors|Deck|Guest suite,22,Jennifer Chen,Compass Real Estate,,0
10038,Z11922,7829 Main Lane Unit 199,San Francisco,CA,94180,37.7674,-122.4017,2329695,2413568,8320,2,1,1667,0,1920,Condo,For Sale,82,273,74,1397,1000,23296,"Beautiful 2-bedroom condo in San Francisco. Built in 1920 with 1667 sqft of living space. Features include pool, doorman, parking, rooftop deck, pet friendly, bay views.",Pool|Doorman|Parking|Rooftop deck|Pet friendly|Bay views,22,Daniel Brooks,Realogy,,0
10039,Z11923,3095 Pine Way,Queens,NY,11390,40.8263,-73.8733,748741,773083,2674,3,2.5,3199,1661,1892,Townhouse,For Sale,84,817,68,234,0,7487,"Beautiful 3-bedroom townhouse in Queens. Built in 1892 with 3199 sqft of living space. Features include parking, courtyard, modern, garden, garage.",Parking|Courtyard|Modern|Garden|Garage,10,James Patterson,Realogy,,0
10040,Z11924,6156 Magnolia Lane,Aurora,IL,60541,41.756,-88.2718,2863,0,2863,3,3.5,1150,15132,1892,Single Family,For Rent,2,1395,98,0,0,0,"Beautiful 3-bedroom single family in Aurora. Built in 1892 with 1150 sqft of living space. Features include backyard, updated kitchen, wine cellar, home office, solar panels, hardwood floors.",Backyard|Updated kitchen|Wine cellar|Home office|Solar panels|Hardwood floors,12,Jennifer Chen,Compass Real Estate,,0
10041,Z11925,1351 Hill Avenue,San Antonio,TX,78241,29.4788,-98.5423,831787,808163,2970,4,3.5,2816,7898,1958,Single Family,Pending,0,1245,27,295,0,8317,"Beautiful 4-bedroom single family in San Antonio. Built in 1958 with 2816 sqft of living space. Features include backyard, guest suite, hardwood floors, fire pit, solar panels.",Backyard|Guest suite|Hardwood floors|Fire pit|Solar panels,12,James Patterson,Realogy,,0
10042,Z11926,2683 Third Court,Oakland,CA,94662,37.773,-122.1945,1624717,1562806,5802,10,2,6232,8368,1899,Multi-family,For Sale,26,764,42,260,0,16247,"Beautiful 10-bedroom multi-family in Oakland. Built in 1899 with 6232 sqft of living space. Features include multiple units, parking, investment property, updated, separate meters.",Multiple units|Parking|Investment property|Updated|Separate meters,21,James Patterson,Realogy,,0
10043,Z11927,6638 First Avenue,Phoenix,AZ,85066,33.4657,-112.1387,1660905,1601882,5931,2,4,5306,13703,1929,Single Family,For Sale,74,397,38,313,0,16609,"Beautiful 2-bedroom single family in Phoenix. Built in 1929 with 5306 sqft of living space. Features include backyard, guest suite, solar panels, updated kitchen, fire pit, wine cellar.",Backyard|Guest suite|Solar panels|Updated kitchen|Fire pit|Wine cellar,26,Carlos Rodriguez,Realogy,,0
10044,Z11928,7625 Monroe Court,Pittsburgh,PA,15240,40.45,-80.0578,272300,285822,972,5,2.5,4507,35609,1932,Single Family,For Sale,73,1259,49,60,0,2723,"Beautiful 5-bedroom single family in Pittsburgh. Built in 1932 with 4507 sqft of living space. Features include backyard, garage, home office, wine cellar.",Backyard|Garage|Home office|Wine cellar,25,Kevin O'Brien,Douglas Elliman,,0
