id,year,make,model,trim,price,mileage,exterior_color,interior_color,fuel_type,transmission,drivetrain,engine,dealer_name,dealer_city,dealer_state,dealer_zip,deal_rating,one_owner,no_accidents,personal_use,source,url
CAR799,2023,Porsche,Cayenne,S,98500,7200,Dolomite Silver,Truffle Brown,Gasoline,8-Speed Auto,AWD,2.9L Twin-Turbo V6,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123799
CAR800,2023,Porsche,Cayenne,GTS,128500,4500,Carmine Red,Black/Bordeaux Red,Gasoline,8-Speed Auto,AWD,4.0L Twin-Turbo V8,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123800
CAR801,2023,Porsche,Cayenne,Turbo GT,198500,2200,GT Silver,Black/Acid Green,Gasoline,8-Speed Auto,AWD,4.0L Twin-Turbo V8,Porsche Las Vegas,Las Vegas,NV,89125,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123801
CAR802,2023,Porsche,Cayenne,E-Hybrid,88500,8500,Chalk,Slate Grey,Plug-In Hybrid,8-Speed Auto,AWD,3.0L Turbo V6 PHEV,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123802
CAR803,2023,Porsche,Cayenne,Turbo S E-Hybrid,178500,3500,Jet Black,Espresso,Plug-In Hybrid,8-Speed Auto,AWD,4.0L Twin-Turbo V8 PHEV,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123803
CAR804,2023,Porsche,Macan,Base,62500,12500,Carrara White,Black Leather,Gasoline,7-Speed PDK,AWD,2.0L Turbo 4-Cylinder,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123804
CAR805,2023,Porsche,Macan,S,72500,8500,Dolomite Silver,Mojave Beige,Gasoline,7-Speed PDK,AWD,2.9L Twin-Turbo V6,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123805
CAR806,2023,Porsche,Macan,GTS,85500,5200,Papaya Metallic,Black Alcantara,Gasoline,7-Speed PDK,AWD,2.9L Twin-Turbo V6,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123806
CAR807,2023,Porsche,Macan,Turbo,92500,3500,Night Blue,Bordeaux Red,Gasoline,7-Speed PDK,AWD,2.9L Twin-Turbo V6,Porsche Las Vegas,Las Vegas,NV,89125,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123807
CAR808,2023,Porsche,Panamera,Base,98500,9500,White,Black Leather,Gasoline,8-Speed PDK,RWD,2.9L Twin-Turbo V6,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123808
CAR809,2023,Porsche,Panamera,4S,118500,6500,Gentian Blue,Truffle Brown,Gasoline,8-Speed PDK,AWD,2.9L Twin-Turbo V6,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123809
CAR810,2023,Porsche,Panamera,GTS,148500,4200,Carmine Red,Black/Bordeaux Red,Gasoline,8-Speed PDK,AWD,4.0L Twin-Turbo V8,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123810
CAR811,2023,Porsche,Panamera,Turbo S,198500,2500,Chalk,Espresso,Gasoline,8-Speed PDK,AWD,4.0L Twin-Turbo V8,Porsche Las Vegas,Las Vegas,NV,89125,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123811
CAR812,2023,Porsche,Panamera,4 E-Hybrid,112500,7500,Dolomite Silver,Slate Grey,Plug-In Hybrid,8-Speed PDK,AWD,2.9L Twin-Turbo V6 PHEV,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123812
CAR813,2023,Porsche,Panamera,Turbo S E-Hybrid,208500,3200,Jet Black,Two-Tone Chalk/Black,Plug-In Hybrid,8-Speed PDK,AWD,4.0L Twin-Turbo V8 PHEV,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123813
CAR814,2020,Toyota,Camry,SE,22500,42500,Celestial Silver,Black Fabric,Gasoline,8-Speed Auto,FWD,2.5L 4-Cylinder,CarMax Las Vegas,Las Vegas,NV,89101,Good Deal,false,true,true,CarMax,https://www.carmax.com/listing/123814
CAR815,2020,Honda,Accord,Sport,23500,38500,Crystal Black,Black Cloth,Gasoline,CVT,FWD,1.5L Turbo 4-Cylinder,CarMax Las Vegas,Las Vegas,NV,89101,Great Deal,true,true,true,CarMax,https://www.carmax.com/listing/123815
CAR816,2019,Toyota,RAV4,XLE,26500,48500,Silver Sky,Black Fabric,Gasoline,8-Speed Auto,AWD,2.5L 4-Cylinder,CarMax Las Vegas,Las Vegas,NV,89101,Good Deal,true,true,true,CarMax,https://www.carmax.com/listing/123816
CAR817,2019,Honda,CR-V,EX,25500,45200,Platinum White,Gray Cloth,Gasoline,CVT,AWD,1.5L Turbo 4-Cylinder,CarMax Las Vegas,Las Vegas,NV,89101,Great Deal,true,false,true,CarMax,https://www.carmax.com/listing/123817
CAR818,2020,Ford,F-150,XLT,35500,52000,Oxford White,Black Cloth,Gasoline,10-Speed Auto,4WD,2.7L EcoBoost V6,CarMax Las Vegas,Las Vegas,NV,89101,Good Deal,false,true,true,CarMax,https://www.carmax.com/listing/123818
CAR819,2019,Chevrolet,Silverado 1500,LT,32500,58500,Summit White,Jet Black Cloth,Gasoline,8-Speed Auto,4WD,5.3L V8,CarMax Las Vegas,Las Vegas,NV,89101,Great Deal,true,true,false,CarMax,https://www.carmax.com/listing/123819
CAR820,2020,Nissan,Altima,SV,19500,38500,Pearl White,Charcoal Fabric,Gasoline,CVT,FWD,2.5L 4-Cylinder,Carvana,Online,AZ,85001,Good Deal,true,true,true,Carvana,https://www.carvana.com/listing/123820
CAR821,2020,Hyundai,Tucson,SEL,21500,42500,Aqua Blue,Gray Cloth,Gasoline,6-Speed Auto,AWD,2.4L 4-Cylinder,Carvana,Online,AZ,85001,Great Deal,true,true,true,Carvana,https://www.carvana.com/listing/123821
CAR822,2019,Kia,Sportage,LX,18500,52500,Snow White,Black Cloth,Gasoline,6-Speed Auto,FWD,2.4L 4-Cylinder,Carvana,Online,AZ,85001,Good Deal,false,true,true,Carvana,https://www.carvana.com/listing/123822
CAR823,2020,Mazda,CX-5,Touring,24500,38500,Soul Red Crystal,Black Leatherette,Gasoline,6-Speed Auto,AWD,2.5L 4-Cylinder,Carvana,Online,AZ,85001,Great Deal,true,true,true,Carvana,https://www.carvana.com/listing/123823
CAR824,2019,Subaru,Outback,Premium,23500,48500,Crystal White,Warm Ivory Cloth,Gasoline,CVT,AWD,2.5L 4-Cylinder,Carvana,Online,AZ,85001,Good Deal,true,false,true,Carvana,https://www.carvana.com/listing/123824
CAR825,2020,Volkswagen,Tiguan,SE,22500,42500,Pure White,Titan Black Cloth,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Carvana,Online,AZ,85001,Great Deal,true,true,true,Carvana,https://www.carvana.com/listing/123825
CAR826,2019,Jeep,Grand Cherokee,Laredo,28500,55000,Bright White,Black Cloth,Gasoline,8-Speed Auto,4WD,3.6L V6,Enterprise Car Sales,Las Vegas,NV,89102,Good Deal,false,true,false,Enterprise,https://www.enterprise.com/listing/123826
CAR827,2020,Toyota,Highlander,LE,32500,42500,Celestial Silver,Graphite Fabric,Gasoline,8-Speed Auto,FWD,3.5L V6,Enterprise Car Sales,Las Vegas,NV,89102,Great Deal,true,true,true,Enterprise,https://www.enterprise.com/listing/123827
CAR828,2019,Honda,Pilot,EX-L,28500,48500,Platinum White,Gray Leather,Gasoline,9-Speed Auto,AWD,3.5L V6,Enterprise Car Sales,Las Vegas,NV,89102,Good Deal,true,true,true,Enterprise,https://www.enterprise.com/listing/123828
CAR829,2020,Nissan,Pathfinder,SL,26500,45500,Pearl White,Charcoal Leather,Gasoline,CVT,AWD,3.5L V6,Enterprise Car Sales,Las Vegas,NV,89102,Great Deal,true,true,true,Enterprise,https://www.enterprise.com/listing/123829
CAR830,2019,Chevrolet,Traverse,LT,25500,52500,Summit White,Medium Ash Gray Cloth,Gasoline,9-Speed Auto,AWD,3.6L V6,Enterprise Car Sales,Las Vegas,NV,89102,Good Deal,false,true,true,Enterprise,https://www.enterprise.com/listing/123830
CAR831,2020,Ford,Explorer,XLT,32500,48500,Oxford White,Ebony Cloth,Gasoline,10-Speed Auto,4WD,2.3L EcoBoost,Hertz Car Sales,Las Vegas,NV,89103,Good Deal,false,true,true,Hertz,https://www.hertz.com/listing/123831
CAR832,2019,Toyota,4Runner,SR5,35500,55000,Super White,Black SofTex,Gasoline,5-Speed Auto,4WD,4.0L V6,Hertz Car Sales,Las Vegas,NV,89103,Great Deal,true,true,true,Hertz,https://www.hertz.com/listing/123832
CAR833,2020,Jeep,Wrangler,Sport,32500,42500,Firecracker Red,Black Cloth,Gasoline,8-Speed Auto,4WD,3.6L V6,Hertz Car Sales,Las Vegas,NV,89103,Good Deal,true,true,true,Hertz,https://www.hertz.com/listing/123833
CAR834,2019,Ford,Mustang,EcoBoost,25500,38500,Race Red,Ebony Cloth,Gasoline,10-Speed Auto,RWD,2.3L EcoBoost,Hertz Car Sales,Las Vegas,NV,89103,Great Deal,true,false,true,Hertz,https://www.hertz.com/listing/123834
CAR835,2020,Chevrolet,Camaro,1LT,26500,35500,Summit White,Jet Black Cloth,Gasoline,8-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Hertz Car Sales,Las Vegas,NV,89103,Good Deal,true,true,true,Hertz,https://www.hertz.com/listing/123835
CAR836,2019,Dodge,Challenger,SXT,24500,42500,Pitch Black,Black Cloth,Gasoline,8-Speed Auto,RWD,3.6L V6,Shift,Online,CA,94103,Good Deal,false,true,true,Shift,https://www.shift.com/listing/123836
CAR837,2020,BMW,3 Series,330i,35500,38500,Alpine White,Black SensaTec,Gasoline,8-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Shift,Online,CA,94103,Great Deal,true,true,true,Shift,https://www.shift.com/listing/123837
CAR838,2019,Mercedes-Benz,C-Class,C 300,32500,42500,Polar White,Black MB-Tex,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Shift,Online,CA,94103,Good Deal,true,true,true,Shift,https://www.shift.com/listing/123838
CAR839,2020,Audi,A4,Premium,34500,35500,Glacier White,Black Leather,Gasoline,7-Speed DCT,FWD,2.0L Turbo 4-Cylinder,Shift,Online,CA,94103,Great Deal,true,true,true,Shift,https://www.shift.com/listing/123839
CAR840,2019,Lexus,ES,ES 350,32500,45500,Ultra White,Black Leather,Gasoline,8-Speed Auto,FWD,3.5L V6,Shift,Online,CA,94103,Good Deal,true,true,true,Shift,https://www.shift.com/listing/123840
CAR841,2020,Tesla,Model 3,Standard Range Plus,32500,42500,Pearl White,Black Cloth,Electric,Single-Speed,RWD,Single Motor,Vroom,Online,TX,75001,Good Deal,true,true,true,Vroom,https://www.vroom.com/listing/123841
CAR842,2019,Tesla,Model S,Long Range,52500,48500,Midnight Silver,Black Vegan Leather,Electric,Single-Speed,AWD,Dual Motor,Vroom,Online,TX,75001,Great Deal,true,true,true,Vroom,https://www.vroom.com/listing/123842
CAR843,2020,Chevrolet,Bolt EV,LT,18500,42500,Slate Gray,Dark Galvanized Cloth,Electric,Single-Speed,FWD,Single Motor,Vroom,Online,TX,75001,Good Deal,true,true,true,Vroom,https://www.vroom.com/listing/123843
CAR844,2019,Nissan,Leaf,SV,15500,38500,Pearl White,Black Cloth,Electric,Single-Speed,FWD,Single Motor,Vroom,Online,TX,75001,Great Deal,true,true,true,Vroom,https://www.vroom.com/listing/123844
CAR845,2020,Hyundai,Kona Electric,Limited,28500,35500,Ceramic Blue,Gray Leather,Electric,Single-Speed,FWD,Single Motor,Vroom,Online,TX,75001,Good Deal,true,true,true,Vroom,https://www.vroom.com/listing/123845
CAR846,2018,Toyota,Camry,LE,18500,62500,Celestial Silver,Black Fabric,Gasoline,8-Speed Auto,FWD,2.5L 4-Cylinder,AutoNation Used,Las Vegas,NV,89104,Good Deal,false,true,true,AutoNation,https://www.autonation.com/listing/123846
CAR847,2018,Honda,Civic,EX,17500,58500,Crystal Black,Gray Cloth,Gasoline,CVT,FWD,1.5L Turbo 4-Cylinder,AutoNation Used,Las Vegas,NV,89104,Great Deal,true,true,true,AutoNation,https://www.autonation.com/listing/123847
CAR848,2017,Toyota,RAV4,XLE,19500,72500,Silver Sky,Black Fabric,Gasoline,6-Speed Auto,AWD,2.5L 4-Cylinder,AutoNation Used,Las Vegas,NV,89104,Good Deal,true,false,true,AutoNation,https://www.autonation.com/listing/123848
CAR849,2018,Honda,CR-V,EX,21500,55500,Platinum White,Gray Cloth,Gasoline,CVT,AWD,1.5L Turbo 4-Cylinder,AutoNation Used,Las Vegas,NV,89104,Great Deal,true,true,true,AutoNation,https://www.autonation.com/listing/123849
CAR850,2017,Ford,F-150,XLT,28500,75000,Oxford White,Black Cloth,Gasoline,6-Speed Auto,4WD,2.7L EcoBoost V6,AutoNation Used,Las Vegas,NV,89104,Good Deal,false,true,true,AutoNation,https://www.autonation.com/listing/123850
CAR851,2018,Chevrolet,Silverado 1500,LT,26500,68500,Summit White,Jet Black Cloth,Gasoline,6-Speed Auto,4WD,5.3L V8,AutoNation Used,Las Vegas,NV,89104,Great Deal,true,true,false,AutoNation,https://www.autonation.com/listing/123851
CAR852,2019,Nissan,Sentra,SV,14500,48500,Brilliant Silver,Charcoal Cloth,Gasoline,CVT,FWD,1.8L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Good Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123852
CAR853,2019,Hyundai,Elantra,SEL,15500,42500,Symphony Silver,Gray Cloth,Gasoline,CVT,FWD,2.0L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Great Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123853
CAR854,2018,Kia,Forte,LX,12500,55500,Snow White,Black Cloth,Gasoline,6-Speed Auto,FWD,2.0L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Good Deal,false,true,true,DriveTime,https://www.drivetime.com/listing/123854
CAR855,2019,Toyota,Corolla,LE,16500,48500,Classic Silver,Ash Fabric,Gasoline,CVT,FWD,1.8L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Great Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123855
CAR856,2018,Honda,Fit,EX,14500,52500,Aegean Blue,Black Cloth,Gasoline,CVT,FWD,1.5L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Good Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123856
CAR857,2019,Mazda,Mazda3,Preferred,18500,42500,Machine Gray,Black Leatherette,Gasoline,6-Speed Auto,FWD,2.5L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Great Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123857
CAR858,2018,Subaru,Impreza,Premium,16500,55500,Crystal White,Black Cloth,Gasoline,CVT,AWD,2.0L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Good Deal,true,false,true,DriveTime,https://www.drivetime.com/listing/123858
CAR859,2019,Volkswagen,Jetta,SE,17500,45500,Pure White,Titan Black Cloth,Gasoline,8-Speed Auto,FWD,1.4L Turbo 4-Cylinder,DriveTime,Las Vegas,NV,89105,Great Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123859
CAR860,2018,Chevrolet,Cruze,LT,13500,58500,Summit White,Jet Black Cloth,Gasoline,6-Speed Auto,FWD,1.4L Turbo 4-Cylinder,DriveTime,Las Vegas,NV,89105,Good Deal,false,true,true,DriveTime,https://www.drivetime.com/listing/123860
CAR861,2019,Ford,Focus,SE,13500,52500,Magnetic Gray,Charcoal Cloth,Gasoline,6-Speed Auto,FWD,2.0L 4-Cylinder,DriveTime,Las Vegas,NV,89105,Great Deal,true,true,true,DriveTime,https://www.drivetime.com/listing/123861
CAR862,2020,Jeep,Compass,Latitude,22500,42500,White,Black Cloth,Gasoline,9-Speed Auto,4WD,2.4L 4-Cylinder,Lithia Motors,Las Vegas,NV,89106,Good Deal,true,true,true,Lithia,https://www.lithia.com/listing/123862
CAR863,2019,Jeep,Renegade,Latitude,18500,48500,Colorado Red,Black Cloth,Gasoline,9-Speed Auto,4WD,2.4L 4-Cylinder,Lithia Motors,Las Vegas,NV,89106,Great Deal,true,true,true,Lithia,https://www.lithia.com/listing/123863
CAR864,2020,Dodge,Journey,SE,16500,52500,Vice White,Black Cloth,Gasoline,4-Speed Auto,FWD,2.4L 4-Cylinder,Lithia Motors,Las Vegas,NV,89106,Good Deal,false,true,true,Lithia,https://www.lithia.com/listing/123864
CAR865,2019,Dodge,Durango,SXT,28500,55000,DB Black,Black Cloth,Gasoline,8-Speed Auto,RWD,3.6L V6,Lithia Motors,Las Vegas,NV,89106,Great Deal,true,true,true,Lithia,https://www.lithia.com/listing/123865
CAR866,2020,Chrysler,Pacifica,Touring,28500,42500,Bright White,Black/Alloy Cloth,Gasoline,9-Speed Auto,FWD,3.6L V6,Lithia Motors,Las Vegas,NV,89106,Good Deal,true,true,true,Lithia,https://www.lithia.com/listing/123866
CAR867,2019,RAM,1500,Big Horn,32500,52500,Bright White,Black/Diesel Cloth,Gasoline,8-Speed Auto,4WD,5.7L HEMI V8,Lithia Motors,Las Vegas,NV,89106,Great Deal,true,true,false,Lithia,https://www.lithia.com/listing/123867
CAR868,2020,GMC,Terrain,SLE,24500,42500,Summit White,Jet Black Cloth,Gasoline,9-Speed Auto,AWD,1.5L Turbo 4-Cylinder,Penske Automotive,Las Vegas,NV,89107,Good Deal,true,true,true,Penske,https://www.penske.com/listing/123868
CAR869,2019,GMC,Acadia,SLE,26500,48500,Quicksilver Metallic,Jet Black Cloth,Gasoline,6-Speed Auto,AWD,2.5L 4-Cylinder,Penske Automotive,Las Vegas,NV,89107,Great Deal,true,true,true,Penske,https://www.penske.com/listing/123869
CAR870,2020,Buick,Encore,Preferred,22500,38500,Summit White,Ebony Cloth,Gasoline,6-Speed Auto,FWD,1.4L Turbo 4-Cylinder,Penske Automotive,Las Vegas,NV,89107,Good Deal,true,true,true,Penske,https://www.penske.com/listing/123870
CAR871,2019,Buick,Enclave,Essence,32500,45500,Satin Steel,Ebony Leather,Gasoline,9-Speed Auto,AWD,3.6L V6,Penske Automotive,Las Vegas,NV,89107,Great Deal,true,true,true,Penske,https://www.penske.com/listing/123871
CAR872,2020,Cadillac,XT4,Luxury,34500,38500,Crystal White,Jet Black Leather,Gasoline,9-Speed Auto,FWD,2.0L Turbo 4-Cylinder,Penske Automotive,Las Vegas,NV,89107,Good Deal,true,true,true,Penske,https://www.penske.com/listing/123872
CAR873,2019,Cadillac,XT5,Luxury,32500,48500,Radiant Silver,Jet Black Leather,Gasoline,8-Speed Auto,AWD,3.6L V6,Penske Automotive,Las Vegas,NV,89107,Great Deal,true,false,true,Penske,https://www.penske.com/listing/123873
CAR874,2020,Lincoln,Corsair,Standard,38500,35500,Pristine White,Ebony Leather,Gasoline,8-Speed Auto,FWD,2.0L Turbo 4-Cylinder,Park Place Lincoln,Las Vegas,NV,89108,Good Deal,true,true,true,Lincoln,https://www.lincoln.com/listing/123874
CAR875,2019,Lincoln,Nautilus,Select,35500,42500,Infinite Black,Cappuccino Leather,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Park Place Lincoln,Las Vegas,NV,89108,Great Deal,true,true,true,Lincoln,https://www.lincoln.com/listing/123875
CAR876,2020,Lincoln,Aviator,Standard,52500,38500,Flight Blue,Sandstone Leather,Gasoline,10-Speed Auto,RWD,3.0L Twin-Turbo V6,Park Place Lincoln,Las Vegas,NV,89108,Good Deal,true,true,true,Lincoln,https://www.lincoln.com/listing/123876
CAR877,2019,Lincoln,Navigator,Reserve,62500,48500,Chroma Crystal Blue,Mahogany Leather,Gasoline,10-Speed Auto,4WD,3.5L Twin-Turbo V6,Park Place Lincoln,Las Vegas,NV,89108,Great Deal,true,true,true,Lincoln,https://www.lincoln.com/listing/123877
CAR878,2017,BMW,X3,xDrive28i,25500,62500,Jet Black,Black Nevada,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,BMW Certified,Las Vegas,NV,89122,Good Deal,true,true,true,BMW CPO,https://www.bmwusa.com/listing/123878
CAR879,2018,BMW,X5,xDrive35i,35500,55500,Alpine White,Mocha Nevada,Gasoline,8-Speed Auto,AWD,3.0L Turbo 6-Cylinder,BMW Certified,Las Vegas,NV,89122,Great Deal,true,true,true,BMW CPO,https://www.bmwusa.com/listing/123879
CAR880,2019,BMW,5 Series,530i,38500,42500,Mineral Grey,Black Dakota,Gasoline,8-Speed Auto,RWD,2.0L Turbo 4-Cylinder,BMW Certified,Las Vegas,NV,89122,Good Deal,true,true,true,BMW CPO,https://www.bmwusa.com/listing/123880
CAR881,2018,Mercedes-Benz,GLC,GLC 300,32500,48500,Polar White,Black MB-Tex,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Mercedes CPO,Las Vegas,NV,89123,Good Deal,true,true,true,Mercedes CPO,https://www.mbusa.com/listing/123881
CAR882,2019,Mercedes-Benz,E-Class,E 300,42500,42500,Obsidian Black,Silk Beige MB-Tex,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Mercedes CPO,Las Vegas,NV,89123,Great Deal,true,true,true,Mercedes CPO,https://www.mbusa.com/listing/123882
CAR883,2018,Mercedes-Benz,GLE,GLE 350,38500,55500,Selenite Grey,Black MB-Tex,Gasoline,9-Speed Auto,4MATIC,3.5L V6,Mercedes CPO,Las Vegas,NV,89123,Good Deal,true,true,true,Mercedes CPO,https://www.mbusa.com/listing/123883
CAR884,2019,Audi,Q5,Premium,35500,42500,Florett Silver,Black Leather,Gasoline,7-Speed DCT,AWD,2.0L Turbo 4-Cylinder,Audi Certified,Las Vegas,NV,89124,Good Deal,true,true,true,Audi CPO,https://www.audiusa.com/listing/123884
CAR885,2018,Audi,A6,Premium Plus,32500,55500,Moonlight Blue,Gray Leather,Gasoline,7-Speed DCT,AWD,2.0L Turbo 4-Cylinder,Audi Certified,Las Vegas,NV,89124,Great Deal,true,true,true,Audi CPO,https://www.audiusa.com/listing/123885
CAR886,2019,Audi,Q7,Premium,42500,48500,Glacier White,Black Leather,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Audi Certified,Las Vegas,NV,89124,Good Deal,true,true,true,Audi CPO,https://www.audiusa.com/listing/123886
CAR887,2018,Lexus,RX,RX 350,35500,52500,Eminent White,Black Leather,Gasoline,8-Speed Auto,FWD,3.5L V6,Lexus Certified,Las Vegas,NV,89126,Good Deal,true,true,true,Lexus CPO,https://www.lexus.com/listing/123887
CAR888,2019,Lexus,ES,ES 350,32500,42500,Obsidian,Chateau Leather,Gasoline,8-Speed Auto,FWD,3.5L V6,Lexus Certified,Las Vegas,NV,89126,Great Deal,true,true,true,Lexus CPO,https://www.lexus.com/listing/123888
CAR889,2018,Lexus,GX,GX 460,42500,58500,Pearl White,Ecru Leather,Gasoline,6-Speed Auto,4WD,4.6L V8,Lexus Certified,Las Vegas,NV,89126,Good Deal,true,true,true,Lexus CPO,https://www.lexus.com/listing/123889
CAR890,2019,Acura,TLX,Base,25500,42500,Platinum White,Ebony Leather,Gasoline,8-Speed DCT,FWD,2.4L 4-Cylinder,Acura Certified,Las Vegas,NV,89127,Good Deal,true,true,true,Acura CPO,https://www.acura.com/listing/123890
CAR891,2018,Acura,MDX,Base,28500,55500,Majestic Black,Graystone Leather,Gasoline,9-Speed Auto,FWD,3.5L V6,Acura Certified,Las Vegas,NV,89127,Great Deal,true,true,true,Acura CPO,https://www.acura.com/listing/123891
CAR892,2019,Acura,RDX,Base,32500,42500,Lunar Silver,Parchment Leather,Gasoline,10-Speed Auto,FWD,2.0L Turbo 4-Cylinder,Acura Certified,Las Vegas,NV,89127,Good Deal,true,true,true,Acura CPO,https://www.acura.com/listing/123892
CAR893,2018,Infiniti,Q50,3.0t Luxe,24500,52500,Pure White,Wheat Leather,Gasoline,7-Speed Auto,RWD,3.0L Twin-Turbo V6,Infiniti Certified,Las Vegas,NV,89128,Good Deal,true,true,true,Infiniti CPO,https://www.infiniti.com/listing/123893
CAR894,2019,Infiniti,QX60,Luxe,32500,42500,Majestic White,Wheat Leather,Gasoline,CVT,AWD,3.5L V6,Infiniti Certified,Las Vegas,NV,89128,Great Deal,true,true,true,Infiniti CPO,https://www.infiniti.com/listing/123894
CAR895,2018,Infiniti,QX80,Luxe,42500,58500,Hermosa Blue,Wheat Leather,Gasoline,7-Speed Auto,4WD,5.6L V8,Infiniti Certified,Las Vegas,NV,89128,Good Deal,true,true,true,Infiniti CPO,https://www.infiniti.com/listing/123895
CAR896,2019,Genesis,G70,2.0T,28500,42500,Uyuni White,Black Leather,Gasoline,8-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Genesis Certified,Las Vegas,NV,89129,Good Deal,true,true,true,Genesis CPO,https://www.genesis.com/listing/123896
CAR897,2018,Genesis,G80,3.8,32500,52500,Casablanca White,Beige Leather,Gasoline,8-Speed Auto,RWD,3.8L V6,Genesis Certified,Las Vegas,NV,89129,Great Deal,true,true,true,Genesis CPO,https://www.genesis.com/listing/123897
CAR898,2019,Genesis,G90,3.3T Premium,45500,42500,Vik Black,Nougat Brown,Gasoline,8-Speed Auto,AWD,3.3L Twin-Turbo V6,Genesis Certified,Las Vegas,NV,89129,Good Deal,true,true,true,Genesis CPO,https://www.genesis.com/listing/123898
CAR899,2018,Volvo,XC60,T5 Momentum,28500,55500,Crystal White,Charcoal Leather,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Volvo Certified,Las Vegas,NV,89130,Good Deal,true,true,true,Volvo CPO,https://www.volvo.com/listing/123899
CAR900,2019,Volvo,XC90,T5 Momentum,38500,42500,Denim Blue,Blond Leather,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Volvo Certified,Las Vegas,NV,89130,Great Deal,true,true,true,Volvo CPO,https://www.volvo.com/listing/123900
CAR901,2018,Volvo,S60,T5 Dynamic,22500,58500,Onyx Black,Off-Black Leather,Gasoline,8-Speed Auto,FWD,2.0L Turbo 4-Cylinder,Volvo Certified,Las Vegas,NV,89130,Great Deal,true,true,true,Volvo CPO,https://www.volvo.com/listing/123901
CAR902,2019,Land Rover,Discovery Sport,SE,32500,48500,Fuji White,Ebony Grained,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Land Rover Approved,Las Vegas,NV,89131,Good Deal,true,true,true,LR CPO,https://www.landrover.com/listing/123902
CAR903,2018,Land Rover,Range Rover Evoque,SE,28500,55500,Santorini Black,Lunar/Ivory,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Land Rover Approved,Las Vegas,NV,89131,Great Deal,true,true,true,LR CPO,https://www.landrover.com/listing/123903
CAR904,2019,Land Rover,Range Rover Sport,SE,52500,42500,Corris Grey,Ebony Grained,Gasoline,8-Speed Auto,AWD,3.0L Supercharged V6,Land Rover Approved,Las Vegas,NV,89131,Good Deal,true,true,true,LR CPO,https://www.landrover.com/listing/123904
CAR905,2018,Jaguar,F-PACE,25t Premium,28500,55500,Narvik Black,Ebony Leather,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Jaguar Approved,Las Vegas,NV,89132,Good Deal,true,true,true,Jag CPO,https://www.jaguar.com/listing/123905
