id,name,brand,category,subcategory,price,description,specs_json,in_stock,stock_quantity,warranty_months,price_match_eligible
CM021,Tamron 28-75mm f/2.8 Di III VXD G2,Tamron,Cameras,Lenses,899.99,Versatile fast zoom for Sony E,"{""mount"": ""Sony E"", ""focal_length"": ""28-75mm"", ""aperture"": ""f/2.8"", ""weight"": ""540g""}",1,12,12,1
CM022,Sony FE 70-200mm f/2.8 GM OSS II,Sony,Cameras,Lenses,2799.99,Professional telephoto zoom,"{""mount"": ""Sony E"", ""focal_length"": ""70-200mm"", ""aperture"": ""f/2.8"", ""stabilization"": true}",1,6,12,1
CM023,Canon RF 50mm f/1.2L USM,Canon,Cameras,Lenses,2299.99,Premium portrait lens,"{""mount"": ""Canon RF"", ""focal_length"": ""50mm"", ""aperture"": ""f/1.2"", ""weight"": ""950g""}",1,5,12,1
CM024,Nikon Z 24-70mm f/2.8 S,Nikon,Cameras,Lenses,2399.99,Professional standard zoom for Z,"{""mount"": ""Nikon Z"", ""focal_length"": ""24-70mm"", ""aperture"": ""f/2.8"", ""weather_sealed"": true}",1,8,12,1
CM025,Sigma 150-600mm f/5-6.3 DG DN,Sigma,Cameras,Lenses,1499.99,Wildlife telephoto lens,"{""mount"": ""Sony E/L-mount"", ""focal_length"": ""150-600mm"", ""aperture"": ""f/5-6.3""}",1,10,12,1
CM026,Profoto A2,Profoto,Cameras,Lighting,1095.99,Studio-quality on-camera flash,"{""power"": ""76Ws"", ""wireless"": ""AirTTL"", ""recycle_time"": ""1s""}",1,8,12,1
CM027,Godox AD200 Pro,Godox,Cameras,Lighting,369.99,Pocket flash with TTL,"{""power"": ""200Ws"", ""wireless"": ""2.4G"", ""recycle_time"": ""0.01-1.8s""}",1,20,12,1
CM028,Aputure 600d Pro,Aputure,Cameras,Lighting,1699.99,Professional LED light,"{""output"": ""600W daylight"", ""bowens_mount"": true, ""dmx"": true}",1,6,12,1
CM029,Manfrotto Befree GT Carbon Tripod,Manfrotto,Cameras,Tripods,399.99,Travel carbon fiber tripod,"{""height"": ""64 inches"", ""weight"": ""2.8 lbs"", ""load"": ""22 lbs"", ""carbon"": true}",1,18,12,1
CM030,Peak Design Travel Tripod,Peak Design,Cameras,Tripods,599.99,Compact professional tripod,"{""height"": ""60 inches"", ""weight"": ""2.8 lbs"", ""load"": ""20 lbs"", ""carbon"": true}",1,12,12,1
AC026,CalDigit TS4 Thunderbolt 4 Dock,CalDigit,Accessories,Docks,399.99,18-port Thunderbolt 4 dock,"{""ports"": 18, ""thunderbolt"": 4, ""power_delivery"": ""98W"", ""displays"": ""Dual 6K""}",1,15,12,1
AC027,OWC Thunderbolt Dock,OWC,Accessories,Docks,279.99,11-port Thunderbolt dock,"{""ports"": 11, ""thunderbolt"": 4, ""power_delivery"": ""96W"", ""displays"": ""Dual 4K""}",1,18,12,1
AC028,Anker 577 Thunderbolt Dock,Anker,Accessories,Docks,299.99,13-in-1 docking station,"{""ports"": 13, ""thunderbolt"": 4, ""power_delivery"": ""90W""}",1,22,12,0
AC029,Belkin USB-C Hub 7-in-1,Belkin,Accessories,Hubs,79.99,Multiport USB-C adapter,"{""ports"": 7, ""hdmi"": true, ""sd_card"": true, ""pass_through_charging"": true}",1,45,12,1
AC030,Satechi USB4 Multiport Adapter,Satechi,Accessories,Hubs,149.99,USB4 hub with 8K support,"{""ports"": 6, ""usb4"": true, ""hdmi"": ""8K"", ""sd_card"": true}",1,30,12,1
AC031,Twelve South BookArc,Twelve South,Accessories,Stands,59.99,Vertical MacBook stand,"{""compatibility"": ""All MacBooks"", ""material"": ""Aluminum"", ""space_saving"": true}",1,35,12,1
AC032,Rain Design mStand,Rain Design,Accessories,Stands,49.99,Elevated laptop stand,"{""material"": ""Aluminum"", ""height"": ""6 inches"", ""cable_management"": true}",1,40,12,1
AC033,MOFT Laptop Stand,MOFT,Accessories,Stands,29.99,Adhesive invisible laptop stand,"{""material"": ""PU Leather + Fiberglass"", ""weight"": ""3oz"", ""angles"": 2}",1,60,12,0
AC034,Grovemade Desk Shelf,Grovemade,Accessories,Organization,199.99,Premium wooden monitor shelf,"{""material"": ""Solid wood"", ""cable_management"": true, ""handcrafted"": true}",1,15,12,1
AC035,Keychron Q1 Pro Keyboard,Keychron,Accessories,Keyboards,199.99,Premium wireless mechanical keyboard,"{""switches"": ""Gateron G Pro"", ""wireless"": ""Bluetooth + 2.4G"", ""rgb"": true, ""hot_swappable"": true}",1,25,12,1
AC036,NuPhy Air75 V2,NuPhy,Accessories,Keyboards,119.99,Low-profile mechanical keyboard,"{""switches"": ""Gateron Low-profile"", ""wireless"": ""Bluetooth"", ""rgb"": true}",1,30,12,0
AC037,Apple Studio Display Stand,Apple,Accessories,Stands,399.99,Tilt and height adjustable stand,"{""compatibility"": ""Studio Display"", ""adjustable"": ""Tilt and height"", ""vesa"": false}",1,8,12,1
DK009,ASUS ROG Strix G16 Desktop,ASUS,Desktops,Gaming,1999.99,High-performance gaming desktop,"{""processor"": ""Intel Core i7"", ""ram"": ""16GB"", ""storage"": ""1TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",1,8,12,1
DK010,HP Omen 40L,HP,Desktops,Gaming,1799.99,Cryo chamber cooled gaming PC,"{""processor"": ""Intel Core i7"", ""ram"": ""16GB"", ""storage"": ""1TB SSD"", ""graphics"": ""NVIDIA RTX 4070 Ti""}",1,6,12,1
DK011,Alienware Aurora R16,Dell,Desktops,Gaming,2299.99,Premium gaming desktop,"{""processor"": ""Intel Core i9"", ""ram"": ""32GB"", ""storage"": ""2TB SSD"", ""graphics"": ""NVIDIA RTX 4080""}",1,4,12,1
DK012,CyberPowerPC Gamer Xtreme,CyberPowerPC,Desktops,Gaming,1099.99,Value gaming desktop,"{""processor"": ""Intel Core i5"", ""ram"": ""16GB"", ""storage"": ""500GB SSD"", ""graphics"": ""NVIDIA RTX 4060""}",1,15,12,0
DK013,Apple Mac Pro M2 Ultra,Apple,Desktops,Workstation,6999.99,Ultimate professional workstation,"{""chip"": ""Apple M2 Ultra"", ""ram"": ""64GB"", ""storage"": ""1TB SSD"", ""pcie_slots"": 6}",1,2,12,1
DK014,HP Z2 Tower G9,HP,Desktops,Workstation,1899.99,Professional workstation,"{""processor"": ""Intel Core i7"", ""ram"": ""32GB"", ""storage"": ""512GB SSD"", ""graphics"": ""NVIDIA RTX A2000""}",1,8,36,1
DK015,Lenovo ThinkStation P360 Ultra,Lenovo,Desktops,Workstation,1799.99,Compact workstation,"{""processor"": ""Intel Core i7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""graphics"": ""NVIDIA T1000""}",1,10,36,1
MN011,ASUS ProArt PA32UCG-K,ASUS,Monitors,Professional,2999.99,32-inch 4K HDR creator monitor,"{""size"": ""32 inches"", ""resolution"": ""4K"", ""panel"": ""Mini-LED"", ""hdr"": ""DisplayHDR 1400"", ""calman"": true}",1,4,12,1
MN012,ViewSonic VP3268a-4K,ViewSonic,Monitors,Professional,899.99,32-inch 4K color accurate monitor,"{""size"": ""32 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""color"": ""100% sRGB"", ""usb_c"": ""90W""}",1,12,12,1
MN013,Gigabyte M32U,Gigabyte,Monitors,Gaming,599.99,32-inch 4K 144Hz gaming monitor,"{""size"": ""32 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""refresh_rate"": ""144Hz"", ""hdmi_2.1"": true}",1,15,12,1
MN014,Alienware AW3225QF,Dell,Monitors,Gaming,1099.99,32-inch 4K QD-OLED curved,"{""size"": ""32 inches"", ""resolution"": ""4K"", ""panel"": ""QD-OLED"", ""refresh_rate"": ""240Hz"", ""curved"": ""1700R""}",1,5,12,1
MN015,MSI MAG 274QRF-QD,MSI,Monitors,Gaming,349.99,27-inch 1440p Quantum Dot,"{""size"": ""27 inches"", ""resolution"": ""1440p"", ""panel"": ""Rapid IPS"", ""refresh_rate"": ""165Hz""}",1,25,12,1
MN016,BenQ Mobiuz EX2710Q,BenQ,Monitors,Gaming,449.99,27-inch 1440p with treVolo speakers,"{""size"": ""27 inches"", ""resolution"": ""1440p"", ""panel"": ""IPS"", ""refresh_rate"": ""165Hz"", ""speakers"": ""treVolo""}",1,18,12,1
MN017,HP M27 FHD Monitor,HP,Monitors,General,199.99,27-inch 1080p everyday monitor,"{""size"": ""27 inches"", ""resolution"": ""1080p"", ""panel"": ""IPS"", ""low_blue_light"": true}",1,40,12,1
MN018,Dell P2723QE,Dell,Monitors,Professional,429.99,27-inch 4K USB-C hub monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""usb_c"": ""90W"", ""kvm"": true}",1,20,24,1
MN019,LG 32UN880-B UltraFine Ergo,LG,Monitors,Professional,699.99,32-inch 4K with Ergo stand,"{""size"": ""32 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""usb_c"": ""60W"", ""ergo_stand"": true}",1,12,12,1
MN020,Samsung Smart Monitor M8,Samsung,Monitors,Smart,699.99,32-inch 4K smart monitor,"{""size"": ""32 inches"", ""resolution"": ""4K"", ""panel"": ""VA"", ""smart_tv"": true, ""webcam"": ""Included""}",1,15,12,1
NW009,Synology RT6600ax,Synology,Networking,Routers,449.99,Tri-band WiFi 6 router,"{""wifi"": ""WiFi 6"", ""speed"": ""AX6600"", ""bands"": 3, ""ports"": ""2.5G WAN""}",1,12,24,1
NW010,Linksys Atlas Max 6E,Linksys,Networking,Mesh,899.99,WiFi 6E mesh system,"{""wifi"": ""WiFi 6E"", ""coverage"": ""9000 sq ft"", ""units"": 3, ""speed"": ""AXE8400""}",1,8,24,1
NW011,UniFi Dream Router,Ubiquiti,Networking,Routers,199.99,Built-in UniFi controller,"{""wifi"": ""WiFi 6"", ""controller"": true, ""poe_out"": true}",1,20,24,1
NW012,Netgear CM2000 Cable Modem,Netgear,Networking,Modems,299.99,DOCSIS 3.1 multi-gig modem,"{""docsis"": ""3.1"", ""speed"": ""2.5 Gbps"", ""ethernet"": ""2.5G""}",1,25,24,1
NW013,ARRIS SURFboard S33,ARRIS,Networking,Modems,199.99,DOCSIS 3.1 cable modem,"{""docsis"": ""3.1"", ""speed"": ""2.5 Gbps"", ""ethernet"": ""2.5G""}",1,30,24,1
NW014,TP-Link Archer AXE300,TP-Link,Networking,Routers,599.99,WiFi 6E quad-band router,"{""wifi"": ""WiFi 6E"", ""speed"": ""AXE16000"", ""bands"": 4, ""ports"": ""10G WAN/LAN""}",0,0,24,0
NW015,Netgear Orbi WiFi 7,Netgear,Networking,Mesh,1699.99,Premium WiFi 7 mesh system,"{""wifi"": ""WiFi 7"", ""speed"": ""BE27000"", ""coverage"": ""10000 sq ft"", ""units"": 3}",1,3,24,1
ST011,Samsung T9 Portable SSD 4TB,Samsung,Storage,External SSD,349.99,High-capacity portable SSD,"{""capacity"": ""4TB"", ""interface"": ""USB 3.2 Gen2x2"", ""read"": ""2000 MB/s"", ""ip65"": true}",1,15,60,1
ST012,LaCie Rugged SSD Pro 2TB,LaCie,Storage,External SSD,499.99,Thunderbolt rugged SSD,"{""capacity"": ""2TB"", ""interface"": ""Thunderbolt 3"", ""read"": ""2800 MB/s"", ""ip67"": true}",1,10,60,1
ST013,Seagate FireCuda 530 4TB,Seagate,Storage,SSD,499.99,High-performance gaming SSD,"{""capacity"": ""4TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7300 MB/s"", ""write"": ""6900 MB/s""}",1,12,60,1
ST014,WD Blue SN580 1TB,Western Digital,Storage,SSD,69.99,Value NVMe SSD,"{""capacity"": ""1TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""4150 MB/s"", ""write"": ""4150 MB/s""}",1,50,60,1
ST015,Kingston Fury Renegade 2TB,Kingston,Storage,SSD,169.99,Gaming SSD with heatsink,"{""capacity"": ""2TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7300 MB/s"", ""heatsink"": true}",1,20,60,1
ST016,Sabrent Rocket 4 Plus 4TB,Sabrent,Storage,SSD,449.99,High-capacity Gen4 SSD,"{""capacity"": ""4TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7100 MB/s"", ""write"": ""6600 MB/s""}",1,15,60,0
ST017,ADATA XPG Gammix S70 Blade 2TB,ADATA,Storage,SSD,179.99,PS5 compatible SSD,"{""capacity"": ""2TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7400 MB/s"", ""ps5_compatible"": true}",1,25,60,0
ST018,Toshiba Canvio Advance 4TB,Toshiba,Storage,External HDD,109.99,Portable backup drive,"{""capacity"": ""4TB"", ""interface"": ""USB 3.0"", ""form"": ""2.5 inch"", ""backup_software"": true}",1,35,24,1
ST019,LaCie d2 Professional 18TB,LaCie,Storage,External HDD,599.99,Desktop storage for pros,"{""capacity"": ""18TB"", ""interface"": ""USB-C + Thunderbolt 3"", ""raid"": false}",1,8,60,1
ST020,Synology DiskStation DS224+,Synology,Storage,NAS,299.99,2-bay NAS for home and office,"{""bays"": 2, ""processor"": ""Intel Celeron J4125"", ""ram"": ""2GB"", ""max_capacity"": ""36TB""}",1,15,36,1
PR006,Canon imageCLASS MF753Cdw,Canon,Printers,Laser,549.99,Color laser all-in-one,"{""function"": ""Print, Scan, Copy, Fax"", ""color"": true, ""speed"": ""35 ppm"", ""duplex"": true}",1,12,12,1
PR007,HP Color LaserJet Pro MFP M479fdw,HP,Printers,Laser,599.99,Business color laser MFP,"{""function"": ""Print, Scan, Copy, Fax"", ""color"": true, ""speed"": ""28 ppm"", ""duplex"": true}",1,10,12,1
PR008,Brother MFC-L3780CDW,Brother,Printers,Laser,499.99,Digital color all-in-one,"{""function"": ""Print, Scan, Copy, Fax"", ""color"": true, ""speed"": ""27 ppm"", ""duplex"": true}",1,15,12,1
PR009,Epson SureColor P700,Epson,Printers,Photo,799.99,13-inch professional photo printer,"{""max_width"": ""13 inches"", ""ink"": ""10-color UltraChrome Pro10"", ""borderless"": true}",1,6,12,1
PR010,Canon PIXMA Pro-200,Canon,Printers,Photo,499.99,Professional photo printer,"{""max_width"": ""13 inches"", ""ink"": ""8-color dye"", ""borderless"": true}",1,8,12,1
TV031,Roku Plus Series 65",Roku,TVs,QLED,599.99,Roku smart TV with QLED panel,"{""screen_size"": ""65 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""QLED"", ""refresh_rate"": ""60Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,18,12,1
TV032,Amazon Fire TV 55" Omni QLED,Amazon,TVs,QLED,499.99,Alexa built-in QLED TV,"{""screen_size"": ""55 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""QLED"", ""refresh_rate"": ""60Hz"", ""smart_tv"": true, ""alexa"": true}",1,25,12,1
TV033,Samsung 98" Neo QLED QN90D,Samsung,TVs,Neo QLED,9999.99,Massive 98-inch premium display,"{""screen_size"": ""98 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""Neo QLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true}",1,1,36,1
TV034,LG 97" OLED M3 Wireless,LG,TVs,OLED,29999.99,Wireless 4K OLED TV,"{""screen_size"": ""97 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""refresh_rate"": ""120Hz"", ""wireless_box"": true}",0,0,36,1
TV035,Sony 65" A95L QD-OLED,Sony,TVs,QD-OLED,2799.99,Quantum Dot OLED technology,"{""screen_size"": ""65 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""QD-OLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true}",1,4,24,1
PH029,iPhone 15 Pro Max 1TB,Apple,Phones,Smartphone,1599.99,Maximum storage Pro Max,"{""storage"": ""1TB"", ""display"": ""6.7 inch Super Retina XDR"", ""chip"": ""A17 Pro"", ""camera"": ""48MP Main"", ""5g"": true}",1,5,12,1
PH030,Samsung Galaxy S24 Ultra 1TB,Samsung,Phones,Smartphone,1659.99,Maximum storage Ultra,"{""storage"": ""1TB"", ""display"": ""6.8 inch Dynamic AMOLED 2X"", ""chip"": ""Snapdragon 8 Gen 3"", ""camera"": ""200MP Main"", ""5g"": true}",1,4,12,1
LP036,Framework Laptop 16,Framework,Laptops,Modular,1399.99,Modular upgradeable laptop,"{""display"": ""16 inch 2560x1600"", ""processor"": ""AMD Ryzen 7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""modular"": true}",1,8,12,1
LP037,System76 Lemur Pro,System76,Laptops,Linux,1199.99,Linux laptop with open firmware,"{""display"": ""14.1 inch FHD"", ""processor"": ""Intel Core i5"", ""ram"": ""16GB"", ""storage"": ""500GB SSD"", ""linux"": true}",1,5,12,0
LP038,Purism Librem 14,Purism,Laptops,Privacy,1799.99,Security-focused laptop,"{""display"": ""14 inch FHD"", ""processor"": ""Intel Core i7"", ""ram"": ""16GB"", ""storage"": ""500GB SSD"", ""kill_switches"": true}",1,3,12,0
TB021,reMarkable 2,reMarkable,Tablets,E-Ink,449.99,Paper tablet for note-taking,"{""display"": ""10.3 inch E-Ink"", ""latency"": ""21ms"", ""storage"": ""8GB"", ""stylus"": true}",1,15,12,1
TB022,Boox Tab Ultra C Pro,Onyx,Tablets,E-Ink,649.99,Color E-Ink productivity tablet,"{""display"": ""10.3 inch Color E-Ink"", ""chip"": ""Snapdragon"", ""storage"": ""128GB"", ""android"": true}",1,8,12,0
TB023,Kindle Scribe,Amazon,Tablets,E-Ink,339.99,Kindle with writing capabilities,"{""display"": ""10.2 inch Paperwhite"", ""storage"": ""16GB"", ""stylus"": true, ""frontlight"": true}",1,25,12,1
SH036,Matter Smart Plug by Eve,Eve,Smart Home,Plugs,44.99,Thread and Matter compatible plug,"{""protocol"": ""Matter/Thread"", ""max_load"": ""1800W"", ""energy_monitoring"": true}",1,40,12,1
SH037,SwitchBot Hub 2,SwitchBot,Smart Home,Hubs,69.99,Matter bridge with sensors,"{""matter"": true, ""ir_blaster"": true, ""temp_sensor"": true, ""humidity_sensor"": true}",1,35,12,0
SH038,Aqara Hub M3,Aqara,Smart Home,Hubs,79.99,Matter-ready Zigbee hub,"{""matter"": true, ""zigbee"": true, ""thread"": true, ""ir_blaster"": true}",1,30,12,0
SH039,Level Lock+,Level,Smart Home,Locks,329.99,Invisible smart lock,"{""connectivity"": ""WiFi"", ""homekit"": true, ""hidden_design"": true}",1,12,12,1
SH040,Schlage Encode Plus,Schlage,Smart Home,Locks,299.99,WiFi deadbolt with Apple Home Key,"{""connectivity"": ""WiFi"", ""homekit"": true, ""home_key"": true, ""keypad"": true}",1,18,12,1
AU036,Cambridge Audio Melomania P100,Cambridge Audio,Audio,Earbuds,249.99,Audiophile wireless earbuds,"{""driver"": ""10mm"", ""anc"": true, ""battery"": ""10 hours"", ""aptx_adaptive"": true}",1,12,12,1
AU037,Focal Bathys,Focal,Audio,Headphones,799.99,High-end wireless headphones,"{""driver"": ""40mm"", ""anc"": true, ""battery"": ""30 hours"", ""dac"": true, ""wired_mode"": true}",1,6,12,1
AU038,Beyerdynamic DT 770 Pro,Beyerdynamic,Audio,Headphones,179.99,Studio reference headphones,"{""driver"": ""45mm"", ""impedance"": ""250 ohms"", ""wired"": true}",1,25,12,1
AU039,Edifier S3000Pro,Edifier,Audio,Speakers,799.99,Powered bookshelf speakers,"{""drivers"": ""6.5 inch woofer + 1 inch tweeter"", ""output"": ""256W total"", ""bluetooth"": true}",1,8,24,1
AU040,KEF LSX II,KEF,Audio,Speakers,1399.99,Wireless hi-fi speakers,"{""drivers"": ""Uni-Q with MAT"", ""output"": ""200W"", ""wireless"": true, ""airplay"": true}",1,5,24,1
GM036,8BitDo Ultimate Controller,8BitDo,Gaming,Accessories,69.99,Multi-platform wireless controller,"{""wireless"": ""2.4G + Bluetooth"", ""platforms"": ""Switch, PC, Android"", ""hall_effect"": true}",1,35,12,0
GM037,DualSense Edge,Sony,Gaming,Accessories,199.99,Pro PS5 controller,"{""haptic_feedback"": true, ""adaptive_triggers"": true, ""remappable"": true, ""profiles"": true}",1,10,12,1
GM038,Xbox Elite Wireless Controller Series 2,Microsoft,Gaming,Accessories,179.99,Pro Xbox controller,"{""wireless"": true, ""paddle"": 4, ""adjustable_tension"": true, ""battery"": ""40 hours""}",1,12,12,1
GM039,Backbone One PlayStation Edition,Backbone,Gaming,Accessories,99.99,Mobile gaming controller for iPhone,"{""lightning"": true, ""playstation"": true, ""passthrough_charging"": true}",1,25,12,1
GM040,Secretlab Titan Evo 2022,Secretlab,Gaming,Chairs,519.99,Premium gaming chair,"{""size"": ""Medium-Large"", ""lumbar"": ""4-way L-ADAPT"", ""arm_rests"": ""4D"", ""material"": ""Hybrid Leatherette""}",1,10,24,1
WR024,Tag Heuer Connected E4,Tag Heuer,Wearables,Smartwatch,1899.99,Luxury smartwatch,"{""display"": ""1.39 inch OLED"", ""chip"": ""Snapdragon 4100+"", ""gps"": true, ""titanium"": true}",1,3,12,1
WR025,Montblanc Summit 3,Montblanc,Wearables,Smartwatch,1290.99,Premium luxury smartwatch,"{""display"": ""1.28 inch AMOLED"", ""chip"": ""Snapdragon 4100+"", ""gps"": true, ""wear_os"": true}",1,4,12,1
WR026,Polar Vantage V3,Polar,Wearables,Fitness Watch,599.99,Premium multisport watch,"{""display"": ""1.39 inch AMOLED"", ""gps"": ""Multi-band"", ""battery"": ""8 days"", ""ecg"": true}",1,10,12,1
WR027,Suunto Race,Suunto,Wearables,Fitness Watch,449.99,Sports watch with AMOLED,"{""display"": ""1.43 inch AMOLED"", ""gps"": ""Multi-band"", ""battery"": ""12 days"", ""maps"": true}",1,12,12,0
CM031,Sony FX3 Cinema Camera,Sony,Cameras,Cinema,3899.99,Full-frame cinema camera,"{""sensor"": ""12.1MP Full-Frame"", ""video"": ""4K120"", ""stabilization"": ""Active Mode"", ""slog3"": true}",1,4,12,1
CM032,Canon EOS C70,Canon,Cameras,Cinema,5499.99,Super 35 cinema camera,"{""sensor"": ""Super 35 DGO"", ""video"": ""4K120"", ""dual_pixel_af"": true, ""rf_mount"": true}",1,3,12,1
CM033,Blackmagic Pocket Cinema Camera 6K G2,Blackmagic,Cameras,Cinema,1995.99,Affordable cinema camera,"{""sensor"": ""Super 35"", ""video"": ""6K"", ""braw"": true, ""ef_mount"": true}",1,8,12,1
CM034,DJI Ronin 4D,DJI,Cameras,Cinema,4799.99,Integrated cinema system,"{""sensor"": ""Full-Frame"", ""video"": ""6K"", ""lidar"": true, ""4_axis_gimbal"": true}",1,2,12,1
CM035,Sony FE 135mm f/1.8 GM,Sony,Cameras,Lenses,1899.99,Premium portrait telephoto,"{""mount"": ""Sony E"", ""focal_length"": ""135mm"", ""aperture"": ""f/1.8"", ""weight"": ""950g""}",1,8,12,1
AC038,Razer Thunderbolt 4 Dock Chroma,Razer,Accessories,Docks,329.99,RGB gaming dock,"{""ports"": 10, ""thunderbolt"": 4, ""rgb"": ""Chroma"", ""power_delivery"": ""90W""}",1,15,12,1
AC039,Nomad Base Station Pro,Nomad,Accessories,Chargers,199.99,Leather wireless charging mat,"{""wireless"": ""3 devices"", ""power"": ""7.5W each"", ""leather"": true}",1,12,12,1
AC040,Native Union Drop XL Wireless Charger,Native Union,Accessories,Chargers,99.99,Watch and phone wireless charger,"{""wireless"": true, ""apple_watch"": true, ""design"": ""Premium""}",1,20,12,1
DK016,ASUS NUC 14 Pro+,ASUS,Desktops,Mini PC,899.99,Latest Intel NUC mini PC,"{""processor"": ""Intel Core Ultra 7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""thunderbolt"": 4}",1,12,12,1
DK017,Geekom Mini IT13,Geekom,Desktops,Mini PC,549.99,Value mini PC,"{""processor"": ""Intel Core i7"", ""ram"": ""32GB"", ""storage"": ""1TB SSD""}",1,20,12,0
DK018,Beelink SER7,Beelink,Desktops,Mini PC,579.99,AMD mini PC,"{""processor"": ""AMD Ryzen 7 7840HS"", ""ram"": ""32GB"", ""storage"": ""500GB SSD""}",1,18,12,0
MN021,Innocn 27M2U,Innocn,Monitors,Professional,599.99,27-inch 4K mini-LED monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""Mini-LED"", ""hdr"": ""DisplayHDR 1000""}",1,10,12,0
MN022,Eve Spectrum 4K 144Hz,Eve,Monitors,Gaming,699.99,High-refresh 4K gaming monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""refresh_rate"": ""144Hz"", ""hdmi_2.1"": true}",1,8,12,0
MN023,Dough Spectrum One,Dough,Monitors,Gaming,549.99,4K OLED gaming monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""OLED"", ""refresh_rate"": ""120Hz""}",0,0,12,0
MN024,Acer Predator X34 GS,Acer,Monitors,Gaming,899.99,34-inch ultrawide gaming,"{""size"": ""34 inches"", ""resolution"": ""3440x1440"", ""panel"": ""IPS"", ""refresh_rate"": ""180Hz"", ""curved"": ""1900R""}",1,10,12,1
MN025,Philips Evnia 34M2C6500,Philips,Monitors,Gaming,799.99,34-inch QD OLED ultrawide,"{""size"": ""34 inches"", ""resolution"": ""3440x1440"", ""panel"": ""QD-OLED"", ""refresh_rate"": ""175Hz""}",1,6,12,1
ST021,OWC Express 1M2,OWC,Storage,External SSD,199.99,Thunderbolt external SSD enclosure,"{""interface"": ""Thunderbolt 3/4"", ""speed"": ""2800 MB/s"", ""enclosure_only"": true}",1,25,12,1
ST022,QNAP TS-262,QNAP,Storage,NAS,419.99,2-bay NAS with HDMI,"{""bays"": 2, ""processor"": ""Intel Celeron N4505"", ""ram"": ""4GB"", ""hdmi"": true}",1,12,36,1
ST023,Asustor AS5402T,ASUSTOR,Storage,NAS,469.99,2-bay 2.5GbE NAS,"{""bays"": 2, ""processor"": ""Intel Celeron N5105"", ""ram"": ""4GB"", ""ethernet"": ""2.5GbE x2""}",1,10,36,0
TV036,Philips 65" Ambilight OLED,Philips,TVs,OLED,2199.99,OLED with ambient lighting,"{""screen_size"": ""65 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""ambilight"": ""4-sided"", ""smart_tv"": true}",1,6,24,1
TV037,Panasonic 55" MZ2000,Panasonic,TVs,OLED,1999.99,Master OLED with Dolby Vision IQ,"{""screen_size"": ""55 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""hcx_pro"": true, ""filmmaker_mode"": true}",1,5,24,1
TV038,Sharp 70" AQUOS 4K,Sharp,TVs,LED,599.99,Large screen value TV,"{""screen_size"": ""70 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""LED"", ""smart_tv"": true}",1,15,12,1
TV039,Toshiba 55" Fire TV,Toshiba,TVs,LED,349.99,Fire TV built-in,"{""screen_size"": ""55 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""LED"", ""fire_tv"": true, ""alexa"": true}",1,22,12,1
TV040,Element 43" 4K Roku TV,Element,TVs,LED,199.99,Budget 4K smart TV,"{""screen_size"": ""43 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""LED"", ""roku"": true}",1,35,12,0
PH031,Google Pixel Fold 512GB,Google,Phones,Foldable,1799.99,Google's first foldable phone,"{""storage"": ""512GB"", ""display"": ""7.6 inch OLED"", ""chip"": ""Google Tensor G2"", ""camera"": ""48MP Main"", ""5g"": true, ""foldable"": true}",1,5,12,1
PH032,Honor Magic V2,Honor,Phones,Foldable,1799.99,Thinnest foldable phone,"{""storage"": ""512GB"", ""display"": ""7.92 inch LTPO OLED"", ""chip"": ""Snapdragon 8 Gen 2"", ""thin"": ""9.9mm folded""}",1,4,12,0
