id,name,brand,sport,category,price,description,specs_json,skill_level,gender,in_stock,stock_quantity
BDG002,Speedo Fastskin Pure Focus,Speedo,Beach,Goggles,169.99,Racing swim goggles,"{""lens"": ""Mirror"", ""gasket"": ""Silicone"", ""hydrodynamic"": true}",Pro,Unisex,1,12
BDG003,Body Glove Vapor X Wetsuit,Body Glove,Beach,Wetsuits,179.99,Spring wetsuit 2mm,"{""thickness"": ""2mm"", ""entry"": ""Back zip"", ""seams"": ""Glued""}",Beginner,Men,1,15
BDG004,Roxy Syncro 3/2 Womens Wetsuit,Roxy,Beach,Wetsuits,199.99,Womens spring wetsuit,"{""thickness"": ""3/2mm"", ""entry"": ""Back zip"", ""warmth"": ""Medium""}",Beginner,Women,1,14
BDG005,Cressi Palau Snorkel Set,Cressi,Beach,Snorkeling,59.99,Mask fins snorkel combo,"{""mask"": ""Tempered glass"", ""fins"": ""Adjustable"", ""snorkel"": ""Dry top""}",Beginner,Unisex,1,20
BDG006,Aqua Lung Sport Snorkel Set,Aqua Lung,Beach,Snorkeling,79.99,Premium snorkel package,"{""mask"": ""Pro Series"", ""fins"": ""Trek"", ""snorkel"": ""Dry""}",Intermediate,Unisex,1,15
TBL001,JOOLA Inside 25 Table,JOOLA,Table Tennis,Tables,599.99,Tournament table tennis table,"{""thickness"": ""25mm"", ""wheels"": 8, ""folding"": true}",Advanced,Unisex,1,4
TBL002,STIGA Advantage Table,STIGA,Table Tennis,Tables,449.99,Competition table,"{""thickness"": ""16mm"", ""wheels"": 4, ""playback"": true}",Intermediate,Unisex,1,6
TBL003,Butterfly Timo Boll ALC Blade,Butterfly,Table Tennis,Paddles,199.99,Pro carbon blade,"{""layers"": 7, ""speed"": ""Fast"", ""control"": ""High""}",Pro,Unisex,1,10
TBL004,Killerspin JET800 Paddle,Killerspin,Table Tennis,Paddles,149.99,Premium assembled paddle,"{""speed"": 9, ""spin"": 9, ""control"": 8.5}",Intermediate,Unisex,1,15
TBL005,STIGA Pro Carbon Paddle,STIGA,Table Tennis,Paddles,79.99,Carbon technology paddle,"{""speed"": 8, ""spin"": 8, ""control"": 7}",Intermediate,Unisex,1,20
TBL006,Nittaku 3-Star Balls 12-Pack,Nittaku,Table Tennis,Balls,29.99,Tournament balls,"{""quantity"": 12, ""star"": 3, ""material"": ""Plastic""}",Advanced,Unisex,1,30
TBL007,Butterfly G40+ Balls 12-Pack,Butterfly,Table Tennis,Balls,24.99,ITTF approved balls,"{""quantity"": 12, ""star"": 3, ""ittf"": true}",Intermediate,Unisex,1,35
ARC001,Bear Archery Cruzer G2 Bow,Bear,Archery,Bows,449.99,Ready to hunt compound bow,"{""draw_weight"": ""5-70lbs"", ""let_off"": ""70%"", ""axle"": ""30in""}",Beginner,Unisex,1,8
ARC002,Hoyt Carbon RX-7 Bow,Hoyt,Archery,Bows,1799.99,Carbon hunting bow,"{""draw_weight"": ""40-80lbs"", ""let_off"": ""85%"", ""axle"": ""30in""}",Pro,Unisex,1,4
ARC003,Mathews V3X 29 Bow,Mathews,Archery,Bows,1299.99,Performance compound bow,"{""draw_weight"": ""60-75lbs"", ""let_off"": ""80%"", ""axle"": ""29in""}",Advanced,Unisex,1,5
ARC004,PSE Stinger Max Bow,PSE,Archery,Bows,399.99,Value compound bow,"{""draw_weight"": ""21-70lbs"", ""let_off"": ""80%"", ""ready"": true}",Beginner,Unisex,1,10
ARC005,Easton Axis Arrows 6-Pack,Easton,Archery,Arrows,109.99,Carbon hunting arrows,"{""quantity"": 6, ""spine"": ""340"", ""fletching"": ""Blazer""}",Intermediate,Unisex,1,20
ARC006,Gold Tip Hunter XT Arrows,Gold Tip,Archery,Arrows,89.99,All-around hunting arrows,"{""quantity"": 6, ""spine"": ""400"", ""nock"": ""Accu-Lite""}",Intermediate,Unisex,1,25
ARC007,Tru-Fire Edge Release,Tru-Fire,Archery,Accessories,39.99,Wrist strap release,"{""type"": ""Wrist"", ""trigger"": ""Foldback"", ""adjustment"": true}",Beginner,Unisex,1,30
ARC008,Spot Hogg Fast Eddie Release,Spot Hogg,Archery,Accessories,179.99,Handheld thumb release,"{""type"": ""Handheld"", ""trigger"": ""Thumb"", ""rotation"": ""360""}",Advanced,Unisex,1,12
SKT001,Element Section Complete,Element,Skateboarding,Skateboards,149.99,Complete beginner skateboard,"{""deck"": ""8.0in"", ""trucks"": ""Element"", ""wheels"": ""52mm""}",Beginner,Unisex,1,18
SKT002,Baker Brand Logo Deck,Baker,Skateboarding,Decks,59.99,Pro skateboard deck,"{""width"": ""8.25in"", ""length"": ""31.75in"", ""concave"": ""Medium""}",Intermediate,Unisex,1,25
SKT003,Independent Stage 11 Trucks,Independent,Skateboarding,Trucks,54.99,Standard skateboard trucks,"{""size"": ""144mm"", ""height"": ""Standard"", ""baseplate"": ""Forged""}",All,Unisex,1,30
SKT004,Spitfire Formula Four Wheels,Spitfire,Skateboarding,Wheels,39.99,Durable skate wheels 4-pack,"{""size"": ""52mm"", ""durometer"": ""99a"", ""shape"": ""Classic""}",Intermediate,Unisex,1,35
SKT005,Bones Reds Bearings,Bones,Skateboarding,Bearings,19.99,Skate bearings 8-pack,"{""quantity"": 8, ""rating"": ""ABEC equivalent"", ""pre_lubed"": true}",All,Unisex,1,50
SKT006,Triple Eight Sweatsaver Helmet,Triple Eight,Skateboarding,Protection,49.99,Skate helmet,"{""certification"": ""CPSC/ASTM"", ""liner"": ""Sweatsaver"", ""fit"": ""Standard""}",All,Unisex,1,25
SKT007,187 Killer Pads Pro Knee,187,Skateboarding,Protection,54.99,Pro knee pads,"{""cap"": ""Recessed"", ""foam"": ""Triple 8"", ""closure"": ""Velcro""}",Intermediate,Unisex,1,20
RSK001,Rollerblade Twister XT Skates,Rollerblade,Roller Sports,Inline Skates,299.99,Urban inline skates,"{""frame"": ""Aluminum"", ""wheels"": ""80mm"", ""closure"": ""3-buckle""}",Intermediate,Unisex,1,12
RSK002,K2 Alexis 84 Boa Skates,K2,Roller Sports,Inline Skates,199.99,Fitness inline skates,"{""frame"": ""Composite"", ""wheels"": ""84mm"", ""closure"": ""Boa""}",Beginner,Women,1,15
RSK003,FR Skates FR3 310,FR Skates,Roller Sports,Inline Skates,349.99,Freeride inline skates,"{""frame"": ""Aluminum"", ""wheels"": ""3x110mm"", ""closure"": ""45-degree""}",Advanced,Unisex,1,8
RSK004,Moxi Lolly Roller Skates,Moxi,Roller Sports,Quad Skates,349.99,Outdoor quad skates,"{""plate"": ""Nylon"", ""wheels"": ""65mm"", ""boot"": ""Suede""}",Intermediate,Women,1,10
RSK005,Sure-Grip Boardwalk Skates,Sure-Grip,Roller Sports,Quad Skates,199.99,Rink quad skates,"{""plate"": ""Aluminum"", ""wheels"": ""57mm"", ""boot"": ""Vinyl""}",Beginner,Unisex,1,14
RSK006,Impala Quad Skates,Impala,Roller Sports,Quad Skates,99.99,Fashion quad skates,"{""plate"": ""Aluminum"", ""wheels"": ""58mm"", ""boot"": ""Vegan leather""}",Beginner,Unisex,1,20
SCT001,Razor A5 Lux Scooter,Razor,Scooters,Scooters,109.99,Folding kick scooter,"{""wheels"": ""200mm"", ""folding"": true, ""capacity"": ""220lbs""}",All,Unisex,1,18
SCT002,Micro Adult Kickboard,Micro,Scooters,Scooters,199.99,3-wheel adult scooter,"{""wheels"": ""120mm"", ""deck"": ""Wide"", ""lean_steer"": true}",Beginner,Unisex,1,12
SCT003,Envy Prodigy S9 Pro Scooter,Envy,Scooters,Scooters,249.99,Park pro scooter,"{""deck"": ""Integrated"", ""wheels"": ""120mm"", ""bars"": ""Chromoly""}",Advanced,Unisex,1,10
SCT004,Fuzion Z300 Pro Scooter,Fuzion,Scooters,Scooters,159.99,Intermediate pro scooter,"{""deck"": ""Forged"", ""wheels"": ""110mm"", ""bars"": ""Steel""}",Intermediate,Unisex,1,15
EQS001,NordicTrack S22i Studio Cycle,NordicTrack,Equestrian,Bikes,1999.00,Studio cycle with incline,"{""screen"": ""22in"", ""incline"": ""-10 to 20%"", ""resistance"": ""24 levels""}",All,Unisex,1,3
EQS002,Ariat Heritage Breeze Boots,Ariat,Equestrian,Boots,219.99,Paddock boots,"{""material"": ""Leather"", ""sole"": ""Duratread"", ""zip"": true}",Intermediate,Unisex,1,12
EQS003,Dublin Pinnacle II Boots,Dublin,Equestrian,Boots,149.99,Field boots,"{""material"": ""Synthetic"", ""sole"": ""Rubber"", ""waterproof"": true}",Beginner,Unisex,1,15
EQS004,Troxel Spirit Helmet,Troxel,Equestrian,Protection,59.99,Riding helmet,"{""certification"": ""ASTM/SEI"", ""vents"": 6, ""dial_fit"": true}",Beginner,Unisex,1,20
EQS005,Charles Owen Ayr8 Helmet,Charles Owen,Equestrian,Protection,399.99,Premium riding helmet,"{""certification"": ""ASTM/SEI/PAS"", ""ventilation"": ""Advanced"", ""leather"": true}",Pro,Unisex,1,8
